fen	san	score	site	c2_pass	best_es	second_best_es	maia_p_600	maia_p_1000	maia_p_1400	maia_p_1800	maia_p_2200	maia_p_2600	gem_600	gem_1000	gem_1400	gem_1800	gem_2200	gem_2600	analysis_url
r4k2/2p4p/p5p1/3R3n/1P1P4/PB6/5r1P/6RK w - - 2 30	Rxh5	6.5	https://lichess.org/hEukSG76	true	0.8038032652913998	0.5486333135073832	0.05487023679383868	0.031811864052870745	0.054190704736937156	0.127643610664207	0.29992646389228367	0.39002696471451886	true	true	true	false	false	false	https://flawchess.com/analysis?fen=r4k2%2F2p4p%2Fp5p1%2F3R3n%2F1P1P4%2FPB6%2F5r1P%2F6RK%20w%20-%20-%202%2030
7r/rp3pk1/p1p1p1p1/2PpP3/PP1PnR1B/4P3/6K1/R7 w - - 2 29	Rxe4	6.5	https://lichess.org/QprURWcJ	false	0.5	0.5	0.014328363712439078	0.010186156082584266	0.02978734593515392	0.07953387512351891	0.15728916288849878	0.1724748955631499	false	false	false	false	false	false	https://flawchess.com/analysis?fen=7r%2Frp3pk1%2Fp1p1p1p1%2F2PpP3%2FPP1PnR1B%2F4P3%2F6K1%2FR7%20w%20-%20-%202%2029
r4rk1/pp1q2pp/3b4/3p2B1/8/3p1NP1/PP3PP1/3R1RK1 b - - 1 20	Rxf3	6.5	https://lichess.org/inh4HKYW	false	0.8768085091513778	0.8698862377639089	0.0808169584485383	0.07934103883584144	0.08677739894915285	0.07231604326122498	0.07355627203489284	0.10822449464607613	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r4rk1%2Fpp1q2pp%2F3b4%2F3p2B1%2F8%2F3p1NP1%2FPP3PP1%2F3R1RK1%20b%20-%20-%201%2020
r2qkb1r/ppp2p1p/2n5/1B1pP1p1/3P1p2/2N2RnP/PPP3P1/R1BQ2K1 w kq - 1 11	Rxg3	6.5	https://lichess.org/r48adZFN	false	0.5998952814867482	0.5275875538925041	0.034728637779068885	0.02745993409468533	0.060330529778784586	0.14154901222995706	0.307134770466492	0.46975319971374346	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r2qkb1r%2Fppp2p1p%2F2n5%2F1B1pP1p1%2F3P1p2%2F2N2RnP%2FPPP3P1%2FR1BQ2K1%20w%20kq%20-%201%2011
4r1k1/1p1q1r1p/2p2Pp1/3p2R1/5Q2/1P1P4/P5R1/5K2 w - - 1 33	Rxg6+	6.5	https://lichess.org/Wx3pbJG7	true	0.5239152574834706	0.2901315068241716	0.2855882521251725	0.35010643107866063	0.4179918531655289	0.4886550539284099	0.49220485852637524	0.3560506124654376	false	false	false	false	false	false	https://flawchess.com/analysis?fen=4r1k1%2F1p1q1r1p%2F2p2Pp1%2F3p2R1%2F5Q2%2F1P1P4%2FP5R1%2F5K2%20w%20-%20-%201%2033
3rq1k1/6bp/3Pp3/3bPp2/pR3p2/P1P3PP/1P1RQB2/6K1 w - - 0 36	Rxd5	6.5	https://lichess.org/Q2TiUmIP	false	0.830190289660537	0.8217227605077602	0.019417298032360232	0.007549000424526668	0.006891352273373541	0.014214410121254777	0.05817216967337376	0.23935662518766013	false	false	false	false	false	false	https://flawchess.com/analysis?fen=3rq1k1%2F6bp%2F3Pp3%2F3bPp2%2FpR3p2%2FP1P3PP%2F1P1RQB2%2F6K1%20w%20-%20-%200%2036
2rr2k1/pp3ppp/3N4/4P3/3pKP2/Pq6/1P1Q2PP/R7 b - - 5 25	Rxd6	6.5	https://lichess.org/PbC1Ccmv	false	0.8768085091513778	0.839826268607404	0.13321962276885788	0.15418907457453213	0.17337856785189215	0.16207890615919818	0.1613194107259401	0.1997907326440781	false	false	false	false	false	false	https://flawchess.com/analysis?fen=2rr2k1%2Fpp3ppp%2F3N4%2F4P3%2F3pKP2%2FPq6%2F1P1Q2PP%2FR7%20b%20-%20-%205%2025
r5k1/p2b2pp/2pn1q2/3pR3/8/1P1Q1N2/P4PPP/4R1K1 w - - 5 25	Rxd5	6.5	https://lichess.org/SuW7UIcd	false	0.854133838270865	0.7973371350857725	0.007320554317787863	0.003205642276965988	0.002901348205480635	0.010806897803399036	0.07721431378449715	0.10080551474724912	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r5k1%2Fp2b2pp%2F2pn1q2%2F3pR3%2F8%2F1P1Q1N2%2FP4PPP%2F4R1K1%20w%20-%20-%205%2025
5rk1/p5pp/2Q5/3p4/4p1qP/2P1PrP1/PP3P2/4RRK1 b - - 0 26	Rxg3+	6.5	https://lichess.org/BdViAwIh	false	0.5	0.5	0.27323823376082207	0.33379433727807634	0.501762780173635	0.7186028845808109	0.7805844498597669	0.6949672665149073	false	false	false	false	false	false	https://flawchess.com/analysis?fen=5rk1%2Fp5pp%2F2Q5%2F3p4%2F4p1qP%2F2P1PrP1%2FPP3P2%2F4RRK1%20b%20-%20-%200%2026
5rk1/6p1/3p3p/1QbPppq1/2P5/r4B1P/5PP1/2R2R1K b - - 1 25	Rxf3	6.5	https://lichess.org/yc7txqP8	false	0.8461609989808402	0.8427758429925688	0.10757240596439958	0.0801869354623594	0.08245391097508964	0.10015055151759747	0.14287816995650549	0.15227199059975435	false	false	false	false	false	false	https://flawchess.com/analysis?fen=5rk1%2F6p1%2F3p3p%2F1QbPppq1%2F2P5%2Fr4B1P%2F5PP1%2F2R2R1K%20b%20-%20-%201%2025
3rr1k1/1b1q1ppp/pp1p1b2/2p1n3/2P5/1PN5/PB1Q2PP/1B1R1RK1 w - - 0 21	Rxf6	6.5	https://lichess.org/eQSr7vBu	true	0.5	0.39745633901469424	0.03772013098502281	0.051288982465182875	0.10642778383426149	0.287573518503694	0.7722668464478686	0.8927137343124734	true	true	false	false	false	false	https://flawchess.com/analysis?fen=3rr1k1%2F1b1q1ppp%2Fpp1p1b2%2F2p1n3%2F2P5%2F1PN5%2FPB1Q2PP%2F1B1R1RK1%20w%20-%20-%200%2021
2rq1r2/p3ppk1/4b1p1/3p3n/6p1/2N2P2/PPPQ4/2KR1B1R w - - 0 17	Rxh5	6.5	https://lichess.org/5EtOUG1x	true	0.7907133848624497	0.5248335896523929	0.04326681238521672	0.05264808185554876	0.12254227561067867	0.3152847252504259	0.6582712281254263	0.6553244042032752	true	true	false	false	false	false	https://flawchess.com/analysis?fen=2rq1r2%2Fp3ppk1%2F4b1p1%2F3p3n%2F6p1%2F2N2P2%2FPPPQ4%2F2KR1B1R%20w%20-%20-%200%2017
6k1/5p2/4pQpp/3bP3/3P4/2r1B2P/p1r2PPK/R7 b - - 7 44	Rxe3	6.5	https://lichess.org/0tYgyjrE	true	0.5	0.15918559583798003	0.07775231240478826	0.0872844617732029	0.13533410274058688	0.2615158023238614	0.5779402192874736	0.7404547796637292	true	true	false	false	false	false	https://flawchess.com/analysis?fen=6k1%2F5p2%2F4pQpp%2F3bP3%2F3P4%2F2r1B2P%2Fp1r2PPK%2FR7%20b%20-%20-%207%2044
5rk1/p1Q2pp1/4q2r/4P3/6bN/1P4P1/P4P1P/2R1R2K b - - 0 23	Rxh4	6.5	https://lichess.org/6RbV3oaW	true	0.7022268698712444	0.591915609324709	0.09227089386485395	0.1286862993083146	0.23925389884026055	0.37502691979782576	0.3935297439800188	0.255229449512355	true	false	false	false	false	false	https://flawchess.com/analysis?fen=5rk1%2Fp1Q2pp1%2F4q2r%2F4P3%2F6bN%2F1P4P1%2FP4P1P%2F2R1R2K%20b%20-%20-%200%2023
2rq1rk1/1b1nppbp/pp1p1np1/6B1/P2PP3/2N2N1P/1P2BPP1/RQ3RK1 b - - 5 13	Rxc3	6.5	https://lichess.org/rJHXNhTS	false	0.4659933421436654	0.4404501867400794	0.03212989497493225	0.046406943277589964	0.0972391615209174	0.17098727661459615	0.23792330732304218	0.34039753287814634	false	false	false	false	false	false	https://flawchess.com/analysis?fen=2rq1rk1%2F1b1nppbp%2Fpp1p1np1%2F6B1%2FP2PP3%2F2N2N1P%2F1P2BPP1%2FRQ3RK1%20b%20-%20-%205%2013
r5k1/pp2rp2/2b1pRpB/3qP3/3P2Q1/2P5/P1P3PP/5RK1 w - - 5 20	Rxg6+	6.5	https://lichess.org/DhYG7VKm	false	0.9166008574954206	0.8967275055826844	0.36993775088432956	0.42654581215047255	0.5030979092346973	0.5971658208075946	0.5651040042459178	0.47767081004065054	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r5k1%2Fpp2rp2%2F2b1pRpB%2F3qP3%2F3P2Q1%2F2P5%2FP1P3PP%2F5RK1%20w%20-%20-%205%2020
4rk2/Rp2p1bp/4Qp2/8/3P4/2r3BP/1q3PP1/5RK1 b - - 3 23	Rxg3	6.5	https://lichess.org/kwynBAN4	true	0.7188835525772427	0.4724124461074959	0.055163569151490226	0.05534814558114864	0.06137653421230292	0.05429245553311861	0.02743317320409373	0.010638909357533696	true	true	true	true	true	true	https://flawchess.com/analysis?fen=4rk2%2FRp2p1bp%2F4Qp2%2F8%2F3P4%2F2r3BP%2F1q3PP1%2F5RK1%20b%20-%20-%203%2023
2r2rk1/1q3p2/R3p1p1/3pR3/1p1P4/2PQ4/1P3PP1/6K1 w - - 2 26	Raxe6	6.5	https://lichess.org/olyVnuEi	false	0.589244688568345	0.5	0.02185561434592577	0.03157189677414945	0.060482666027809336	0.1355607881323214	0.2336804319519708	0.23396003504159774	false	false	false	false	false	false	https://flawchess.com/analysis?fen=2r2rk1%2F1q3p2%2FR3p1p1%2F3pR3%2F1p1P4%2F2PQ4%2F1P3PP1%2F6K1%20w%20-%20-%202%2026
r4rk1/pp1q1pp1/2ppbb1p/8/4PR2/1PNP3P/1PPQ2PN/R5K1 w - - 0 16	Rxf6	6.5	https://lichess.org/ru2w9ZQo	true	0.7679329346529504	0.46141502858974687	0.05297043217241546	0.05643393561884837	0.09190632075120296	0.21840362815915385	0.5581537978798184	0.8019857588911802	true	true	true	false	false	false	https://flawchess.com/analysis?fen=r4rk1%2Fpp1q1pp1%2F2ppbb1p%2F8%2F4PR2%2F1PNP3P%2F1PPQ2PN%2FR5K1%20w%20-%20-%200%2016
2r1r1k1/pp3ppp/1q1p1n2/8/1b1nPR2/2N3N1/PPPB2PP/R2Q3K w - - 1 16	Rxf6	6.5	https://lichess.org/wkBOWbgZ	false	0.8254673326201856	0.7538685586972206	0.04511574274575406	0.06860006831897683	0.14340367143839702	0.30641728094184567	0.5955960229998425	0.7152921102265168	false	false	false	false	false	false	https://flawchess.com/analysis?fen=2r1r1k1%2Fpp3ppp%2F1q1p1n2%2F8%2F1b1nPR2%2F2N3N1%2FPPPB2PP%2FR2Q3K%20w%20-%20-%201%2016
6k1/6p1/p1P1pp2/1pBn4/1P4KP/3R4/2r5/8 w - - 2 47	Rxd5	6.5	https://lichess.org/CnfMG9Iz	true	0.8776017467298654	0.49631798655933523	0.10085837857686873	0.09828617699429126	0.12467943506019692	0.1789700933548415	0.18282268114365985	0.1412359086526964	false	true	false	false	false	false	https://flawchess.com/analysis?fen=6k1%2F6p1%2Fp1P1pp2%2F1pBn4%2F1P4KP%2F3R4%2F2r5%2F8%20w%20-%20-%202%2047
4r1kb/p1q2r1p/2p2PpB/4pb2/7Q/3P2P1/PPP3B1/4RRK1 w - - 1 26	Rxf5	6.5	https://lichess.org/1BdIZqKV	true	0.8518251137238009	0.7143973722366109	0.12826788741905437	0.15486125866767594	0.20228997529301154	0.2580511373643316	0.2697376763441011	0.2621763753711836	false	false	false	false	false	false	https://flawchess.com/analysis?fen=4r1kb%2Fp1q2r1p%2F2p2PpB%2F4pb2%2F7Q%2F3P2P1%2FPPP3B1%2F4RRK1%20w%20-%20-%201%2026
4r2k/pp3p1p/3R2p1/2p3P1/3nP1QP/1Pq5/P1P2P2/1K1R4 w - - 1 25	R6xd4	6.5	https://lichess.org/7ao5LwAq	false	0.7378192027018546	0.6778219194709055	0.10750817267490351	0.1392332833615194	0.23782462646565902	0.35925023223388297	0.4026829667578498	0.34034268987602034	false	false	false	false	false	false	https://flawchess.com/analysis?fen=4r2k%2Fpp3p1p%2F3R2p1%2F2p3P1%2F3nP1QP%2F1Pq5%2FP1P2P2%2F1K1R4%20w%20-%20-%201%2025
r2qkr2/ppp3pp/2n1p1n1/3pP3/1b1P4/2N2N2/P1Q1RPPP/R1B3K1 b q - 5 15	Rxf3	6.5	https://lichess.org/EUjwAr6R	false	0.6913366122677582	0.6640030811678618	0.06062294525922866	0.16200418633516053	0.26538599561697374	0.38093839398746265	0.6907372498966986	0.869760136027706	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r2qkr2%2Fppp3pp%2F2n1p1n1%2F3pP3%2F1b1P4%2F2N2N2%2FP1Q1RPPP%2FR1B3K1%20b%20q%20-%205%2015
r4r1k/1bq4P/p3pNp1/2p1P3/2pp1P2/P7/1PP3P1/2KR3R b - - 1 27	Rxf6	6.5	https://lichess.org/pKsTpprr	false	0.8970679952534645	0.8943160689326426	0.19710698202955315	0.23476241531517605	0.42328619438611015	0.6653049627985907	0.8223680400533245	0.8421925548754073	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r4r1k%2F1bq4P%2Fp3pNp1%2F2p1P3%2F2pp1P2%2FP7%2F1PP3P1%2F2KR3R%20b%20-%20-%201%2027
8/4kp1p/p2p3R/3Pppr1/3r3P/4NP2/PP4P1/4nB1K b - - 0 27	f4	6.5	https://lichess.org/VXh5hBZy	true	0.6565700162843596	0.4568432147802496	0.041978581605095946	0.021313225936008217	0.02074848102804308	0.045480550666563084	0.07253824733102666	0.07561846941815817	true	true	true	true	true	true	https://flawchess.com/analysis?fen=8%2F4kp1p%2Fp2p3R%2F3Pppr1%2F3r3P%2F4NP2%2FPP4P1%2F4nB1K%20b%20-%20-%200%2027
r2q2kr/pp2b1p1/2p3p1/3p4/5Q2/2P2P1N/PP4PP/2K1R2R b - - 2 19	Rxh3	6.5	https://lichess.org/FW3O1kLD	false	0.5440703011199586	0.4825172499538834	0.045988723078401836	0.2624000541654514	0.5094643233738035	0.6488743912669894	0.6827018167334876	0.5004024748238525	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r2q2kr%2Fpp2b1p1%2F2p3p1%2F3p4%2F5Q2%2F2P2P1N%2FPP4PP%2F2K1R2R%20b%20-%20-%202%2019
r3kb1r/ppp2ppp/4b3/4R1B1/2P5/3B4/q2N1KPP/1R1Q4 w kq - 1 16	Rxe6+	6.5	https://lichess.org/iftvZaYV	false	0.8089768011390678	0.7955463025225148	0.0547689124391036	0.03656528351044321	0.05299616908318785	0.10210642044062704	0.1888315534112902	0.2834144269472016	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r3kb1r%2Fppp2ppp%2F4b3%2F4R1B1%2F2P5%2F3B4%2Fq2N1KPP%2F1R1Q4%20w%20kq%20-%201%2016
r3r1k1/pq3p1p/1pp3pb/3pN3/1N1Pb3/PQP4P/1P4P1/4RR1K b - - 5 27	Rxe5	6.5	https://lichess.org/gdujjx9k	false	0.5838871815019091	0.5413288883579234	0.034638407485535136	0.03069453883081798	0.04212660242667683	0.05948090349910727	0.09175843740367115	0.12339970300855511	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r3r1k1%2Fpq3p1p%2F1pp3pb%2F3pN3%2F1N1Pb3%2FPQP4P%2F1P4P1%2F4RR1K%20b%20-%20-%205%2027
r4rk1/ppp3pp/1bnpp3/7q/6n1/PN3N1P/1P2RPP1/R1BQ2K1 b - - 0 18	Rxf3	6.5	https://lichess.org/UMpaAgrq	false	0.8112424662284797	0.7955463025225148	0.1776192668955809	0.22462078424883075	0.30382383904961624	0.3751502812025328	0.5285327857364075	0.643558626835255	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r4rk1%2Fppp3pp%2F1bnpp3%2F7q%2F6n1%2FPN3N1P%2F1P2RPP1%2FR1BQ2K1%20b%20-%20-%200%2018
6r1/2pb3k/1P1p3p/8/2P1P3/2QP1qN1/5pRP/5R1K b - - 2 34	Rxg3	6.5	https://lichess.org/zjrPoPcC	true	0.5	0.10743666150648551	0.11655699677570833	0.06506453972388095	0.05309299126460815	0.04694333261690746	0.06725382441848275	0.13536517798042413	false	true	true	true	true	false	https://flawchess.com/analysis?fen=6r1%2F2pb3k%2F1P1p3p%2F8%2F2P1P3%2F2QP1qN1%2F5pRP%2F5R1K%20b%20-%20-%202%2034
3qk3/prpb2pp/4p3/4Nr2/PP1P1p2/4P3/5PPP/R1R3K1 b - - 0 20	Rxe5	6.5	https://lichess.org/NXgcBAMF	false	0.8776017467298654	0.873184092563188	0.13397729317790588	0.11765761966892305	0.23434777470401802	0.32557671147424844	0.35387360925901085	0.3215729003003045	false	false	false	false	false	false	https://flawchess.com/analysis?fen=3qk3%2Fprpb2pp%2F4p3%2F4Nr2%2FPP1P1p2%2F4P3%2F5PPP%2FR1R3K1%20b%20-%20-%200%2020
2k3r1/1p2qp2/p1p1p3/4P2p/Q2P2r1/4R3/PP3PP1/2R3K1 w - - 1 26	Rxc6+	6.5	https://lichess.org/rgDnNmVl	false	0.45319095389262815	0.41700770288330274	0.08574437896753984	0.08366821270800581	0.1175474487730398	0.1446554487615982	0.14643671041091758	0.13766701867036754	false	false	false	false	false	false	https://flawchess.com/analysis?fen=2k3r1%2F1p2qp2%2Fp1p1p3%2F4P2p%2FQ2P2r1%2F4R3%2FPP3PP1%2F2R3K1%20w%20-%20-%201%2026
6k1/R5p1/4P3/1p3p2/4nP2/1P5P/P1rr2P1/4R1K1 w - - 1 32	Rxe4	6.5	https://lichess.org/8byMLpdR	false	0.5	0.5	0.02463325101345173	0.02623336509869535	0.05584089809122848	0.11748981275127346	0.21964015454577882	0.22657188945484644	false	false	false	false	false	false	https://flawchess.com/analysis?fen=6k1%2FR5p1%2F4P3%2F1p3p2%2F4nP2%2F1P5P%2FP1rr2P1%2F4R1K1%20w%20-%20-%201%2032
2r2rk1/1b1q1pp1/p2p1b1p/1ppB1R2/4P3/P2P3P/1PP3P1/R1BQ2K1 w - - 0 18	Rxf6	6.5	https://lichess.org/moFk07qc	true	0.7441789207783136	0.5531881623684916	0.04327120411558301	0.03308451011813882	0.047894669566304865	0.09569634677923908	0.23284774516419107	0.2987872274126805	true	true	true	true	false	false	https://flawchess.com/analysis?fen=2r2rk1%2F1b1q1pp1%2Fp2p1b1p%2F1ppB1R2%2F4P3%2FP2P3P%2F1PP3P1%2FR1BQ2K1%20w%20-%20-%200%2018
2rq1rk1/1p1bbpp1/p2ppn1p/8/Pn2PP2/1NN1B1Q1/1PP1B1PP/2R2RK1 b - - 3 14	Rxc3	6.5	https://lichess.org/ViBe6uDV	false	0.6243673063917166	0.531256867324871	0.06858837092430063	0.08634277937343214	0.10836035087573727	0.16612316145592076	0.3679113538079559	0.5404411899929221	false	false	false	false	false	false	https://flawchess.com/analysis?fen=2rq1rk1%2F1p1bbpp1%2Fp2ppn1p%2F8%2FPn2PP2%2F1NN1B1Q1%2F1PP1B1PP%2F2R2RK1%20b%20-%20-%203%2014
r4k1r/1bq2p2/p3Rn2/Pp1p2Np/1P1P2n1/1N1B2P1/2P2P2/2RQ2K1 w - - 1 20	Qf3	6.5	https://lichess.org/a133cVu8	false	0.7255317251331461	0.7218503805722687	0.02055505753408545	0.06449263578077395	0.15487799867034877	0.2461721264671941	0.3547408943756932	0.41026438648587527	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r4k1r%2F1bq2p2%2Fp3Rn2%2FPp1p2Np%2F1P1P2n1%2F1N1B2P1%2F2P2P2%2F2RQ2K1%20w%20-%20-%201%2020
8/1p6/p1bR1pk1/6p1/3p1r1p/1P1P3P/1PP4K/4Q3 w - - 4 41	Rxc6	6.5	https://lichess.org/omOKB1KK	false	0.8635062229486782	0.8635062229486782	0.09079925254123118	0.09788522216344384	0.1855009292819407	0.28375535856897083	0.3005010617606657	0.2717888420705928	false	false	false	false	false	false	https://flawchess.com/analysis?fen=8%2F1p6%2Fp1bR1pk1%2F6p1%2F3p1r1p%2F1P1P3P%2F1PP4K%2F4Q3%20w%20-%20-%204%2041
7r/p2q1kp1/1pn3r1/2p1p3/4P1bB/2PPRpP1/P1Q2P2/1R4KB b - - 6 27	Rxh4	6.5	https://lichess.org/kT8rFKDi	false	0.7985245090401617	0.7979314733413094	0.13455901989440655	0.23599159743908782	0.4459966295370318	0.7209051004831115	0.8139296006484831	0.7284423359738236	false	false	false	false	false	false	https://flawchess.com/analysis?fen=7r%2Fp2q1kp1%2F1pn3r1%2F2p1p3%2F4P1bB%2F2PPRpP1%2FP1Q2P2%2F1R4KB%20b%20-%20-%206%2027
1r4k1/5p2/2qbr2p/Qp3bp1/8/1PNpB1P1/5P1P/3R1BK1 b - - 0 33	Rxe3	6.5	https://lichess.org/EFt7VF35	false	0.8162646767950037	0.8106779899506587	0.02468803449953983	0.022075098525723168	0.02437458798869491	0.030138056632464542	0.04606762193615998	0.06330878369702161	false	false	false	false	false	false	https://flawchess.com/analysis?fen=1r4k1%2F5p2%2F2qbr2p%2FQp3bp1%2F8%2F1PNpB1P1%2F5P1P%2F3R1BK1%20b%20-%20-%200%2033
5rk1/2pqb1pp/1p1p2n1/p2Pp3/2P2r2/1P2QNNP/P4PP1/4RRK1 b - - 7 22	Rxf3	6.5	https://lichess.org/0Mm8j3OX	true	0.8307087376703215	0.5749143902876699	0.05053095544689409	0.048942957433090836	0.09206989795609176	0.24919693936301215	0.5676138592850051	0.6786051402709368	true	true	true	false	false	false	https://flawchess.com/analysis?fen=5rk1%2F2pqb1pp%2F1p1p2n1%2Fp2Pp3%2F2P2r2%2F1P2QNNP%2FP4PP1%2F4RRK1%20b%20-%20-%207%2022
4Q3/p1p2pkp/1p6/2r2p2/6n1/6R1/Pq4PP/5R1K w - - 2 30	Rxg4+	6.5	https://lichess.org/QGzWuFhY	false	0.8752087753348773	0.8002958035833291	0.15868790394272989	0.13239064410101536	0.08021862654951563	0.035459654836236636	0.017340187286557077	0.01601989075837749	false	false	false	false	false	false	https://flawchess.com/analysis?fen=4Q3%2Fp1p2pkp%2F1p6%2F2r2p2%2F6n1%2F6R1%2FPq4PP%2F5R1K%20w%20-%20-%202%2030
r2qr1k1/pb5p/1p4p1/3n2R1/3p3Q/2P5/PP2NP1P/2K3R1 w - - 0 26	Rxg6+	6.5	https://lichess.org/yQYqFYbN	true	0.7356767892949336	0.35261983069916264	0.31937056102333083	0.35161913516137655	0.39670784132791365	0.4258328274420359	0.5379880886133833	0.5889703688417871	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r2qr1k1%2Fpb5p%2F1p4p1%2F3n2R1%2F3p3Q%2F2P5%2FPP2NP1P%2F2K3R1%20w%20-%20-%200%2026
8/5R2/6pk/5n1p/P1R4P/1P6/1KP4r/8 w - - 11 52	Rxf5	6.5	https://lichess.org/5OqaOtIS	false	0.9007482200375524	0.8980835075224126	0.0684785183982151	0.0591175650061138	0.07440593773894645	0.13474755123152213	0.24781895201471657	0.29697848557086276	false	false	false	false	false	false	https://flawchess.com/analysis?fen=8%2F5R2%2F6pk%2F5n1p%2FP1R4P%2F1P6%2F1KP4r%2F8%20w%20-%20-%2011%2052
4r1k1/4bpBp/4p3/2n1N3/rp2qPQ1/1Pp5/6PP/3R1RK1 b - - 1 22	Qf5	6.5	https://lichess.org/iWOkeEdY	true	0.6582286101488871	0.4504550396254112	0.014071240015824068	0.029721322025168376	0.06678250320190196	0.11577891235231055	0.13607977772571028	0.1160417367029648	true	true	true	false	false	false	https://flawchess.com/analysis?fen=4r1k1%2F4bpBp%2F4p3%2F2n1N3%2Frp2qPQ1%2F1Pp5%2F6PP%2F3R1RK1%20b%20-%20-%201%2022
1r3rk1/5p2/2q1pQp1/p2pP2p/3P4/P6R/1p4PP/5RK1 w - - 2 32	Rxh5	6.5	https://lichess.org/rxns3AkX	true	0.5	0.1967780615233334	0.2550284058632887	0.33840950672324327	0.46154742045029734	0.6289795432234091	0.7627064151745206	0.7815170015745336	false	false	false	false	false	false	https://flawchess.com/analysis?fen=1r3rk1%2F5p2%2F2q1pQp1%2Fp2pP2p%2F3P4%2FP6R%2F1p4PP%2F5RK1%20w%20-%20-%202%2032
5rk1/1p1bq1p1/7p/p2pp1r1/P6Q/2P2B2/5PPP/RN3R1K b - - 1 31	Rxf3	6.5	https://lichess.org/CMpzbLtp	false	0.7907133848624497	0.7045315144213936	0.07379014054372095	0.07425176770626647	0.08852909056617346	0.11137568876552233	0.1652654869304776	0.1966102224105556	false	false	false	false	false	false	https://flawchess.com/analysis?fen=5rk1%2F1p1bq1p1%2F7p%2Fp2pp1r1%2FP6Q%2F2P2B2%2F5PPP%2FRN3R1K%20b%20-%20-%201%2031
r1bq1rk1/pp4bp/2n1p1p1/2pnP3/2N5/1QPP1N2/P2B2PP/R3KB1R b KQ - 0 14	Rxf3	6.5	https://lichess.org/3wzHQFSp	false	0.6456972666879179	0.6448544575649283	0.031636533834868516	0.03646111979959413	0.09786668603775671	0.2194211564774489	0.43430054498029325	0.5293430545612792	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1bq1rk1%2Fpp4bp%2F2n1p1p1%2F2pnP3%2F2N5%2F1QPP1N2%2FP2B2PP%2FR3KB1R%20b%20KQ%20-%200%2014
6nr/r3kppp/2p1p3/8/N7/1P3P2/P1P2P1P/R5K1 b - - 0 18	Rxa4	6.5	https://lichess.org/iykne8NF	false	0.8677882443397813	0.8466396940887938	0.08498950600369196	0.01787868498746866	0.03319457323833921	0.08323880265001651	0.16918551479720043	0.15666808622854775	false	false	false	false	false	false	https://flawchess.com/analysis?fen=6nr%2Fr3kppp%2F2p1p3%2F8%2FN7%2F1P3P2%2FP1P2P1P%2FR5K1%20b%20-%20-%200%2018
r7/pp3p1k/2n1b1pp/2p5/3p2P1/5Q1P/PPP2P2/2K1R3 w - - 0 24	Rxe6	6.5	https://lichess.org/rTncBBak	false	0.8875191266750968	0.8206413947214363	0.23224181987076206	0.25682272260930494	0.28944420819051375	0.3197601537280814	0.40027859810264826	0.49907918804687684	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r7%2Fpp3p1k%2F2n1b1pp%2F2p5%2F3p2P1%2F5Q1P%2FPPP2P2%2F2K1R3%20w%20-%20-%200%2024
rnbqk2r/ppppp1bp/6p1/5pBn/3P4/2N5/PPP1PPP1/R2QKBNR w KQkq - 0 6	Rxh5	6.5	https://lichess.org/gNM1GyKL	false	0.6448544575649283	0.6380799643424951	0.03798841236409888	0.04112867210476504	0.13410057594515876	0.3386930617692027	0.4678284786656008	0.3982254988259248	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rnbqk2r%2Fppppp1bp%2F6p1%2F5pBn%2F3P4%2F2N5%2FPPP1PPP1%2FR2QKBNR%20w%20KQkq%20-%200%206
r2qk2r/p3np1p/b2p2p1/2pPb3/Pp6/2P3P1/1P1N1PBP/R1BQR1K1 w kq - 0 14	Rxe5	6.5	https://lichess.org/THMVnl8p	false	0.7518131775349546	0.6983628994701436	0.012531072334728765	0.009867370742566174	0.019065790457995276	0.04602834798453883	0.11261430142860507	0.18834385543703366	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r2qk2r%2Fp3np1p%2Fb2p2p1%2F2pPb3%2FPp6%2F2P3P1%2F1P1N1PBP%2FR1BQR1K1%20w%20kq%20-%200%2014
8/3R4/2p5/2Pb2pp/PP5k/8/3K4/6b1 w - - 0 38	Rxd5	6.5	https://lichess.org/cMfKuukJ	false	0.4981589683200522	0.48711557303526726	0.07914946428766508	0.03903685397488937	0.05190231305457698	0.11165463817814311	0.23308287692628332	0.272910112730633	false	false	false	false	false	false	https://flawchess.com/analysis?fen=8%2F3R4%2F2p5%2F2Pb2pp%2FPP5k%2F8%2F3K4%2F6b1%20w%20-%20-%200%2038
