fen	san	score	site	c2_pass	best_es	second_best_es	maia_p_600	maia_p_1000	maia_p_1400	maia_p_1800	maia_p_2200	maia_p_2600	gem_600	gem_1000	gem_1400	gem_1800	gem_2200	gem_2600	analysis_url
rnbq1rk1/pp2bppp/1n2p3/4P3/3p1B2/2NB1N2/PP3PPP/R2QK2R w KQ - 0 10	Nxd4	3.1	https://lichess.org/9wsdg0GA	false	0.522078114090291	0.48895555679024805	0.3341571096655987	0.30943441888768775	0.636407570892046	0.68334976919633	0.6244962964297774	0.5866666040761354	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rnbq1rk1%2Fpp2bppp%2F1n2p3%2F4P3%2F3p1B2%2F2NB1N2%2FPP3PPP%2FR2QK2R%20w%20KQ%20-%200%2010
r1b1kbnr/pp3ppp/2p3q1/2n1p1B1/3pP3/1B1P1N2/PPP2PPP/RN1Q1RK1 w kq - 3 9	Nxe5	3.1	https://lichess.org/AeHAHf6x	true	0.6524068491501985	0.5385849714102531	0.17046729257665497	0.10312996514751414	0.0911191089099292	0.11083177152319035	0.1730235252327087	0.3656343232043734	false	false	true	false	false	false	https://flawchess.com/analysis?fen=r1b1kbnr%2Fpp3ppp%2F2p3q1%2F2n1p1B1%2F3pP3%2F1B1P1N2%2FPPP2PPP%2FRN1Q1RK1%20w%20kq%20-%203%209
k6r/ppQ2ppp/1r6/3B1q2/8/1P6/P4PPP/2R3K1 w - - 13 31	Be4	3.1	https://lichess.org/Achqtknj	false	0.48067870579756605	0.44954372531791664	0.027612897484986337	0.0941381739744514	0.16805033114219578	0.22852447471032084	0.3183851384861468	0.44104369033400614	false	false	false	false	false	false	https://flawchess.com/analysis?fen=k6r%2FppQ2ppp%2F1r6%2F3B1q2%2F8%2F1P6%2FP4PPP%2F2R3K1%20w%20-%20-%2013%2031
6k1/2q2pp1/Q2np2p/P2p1b2/3P4/1P2P1P1/5P1P/5BK1 b - - 4 29	Qc1	3.1	https://lichess.org/e8xm6J0a	false	0.7524995800919415	0.7203693739005184	0.04067050391149889	0.034838565593398936	0.028806947236411678	0.05718343603645438	0.15031713297435348	0.19080850594020998	false	false	false	false	false	false	https://flawchess.com/analysis?fen=6k1%2F2q2pp1%2FQ2np2p%2FP2p1b2%2F3P4%2F1P2P1P1%2F5P1P%2F5BK1%20b%20-%20-%204%2029
3rr1k1/5ppp/pq2b3/1p2n3/3bP3/P2P1BBP/1P1Q2PK/2RN1R2 b - - 10 20	Nxd3	3.1	https://lichess.org/cYjYOKNB	false	0.7511255009383484	0.6834245628600051	0.011085332039927448	0.013166370409884184	0.028559206405459007	0.05564086872360916	0.10229144128296301	0.1586477324385653	false	false	false	false	false	false	https://flawchess.com/analysis?fen=3rr1k1%2F5ppp%2Fpq2b3%2F1p2n3%2F3bP3%2FP2P1BBP%2F1P1Q2PK%2F2RN1R2%20b%20-%20-%2010%2020
r1bqk1nr/ppp2ppp/2np4/3NP3/2B5/5N2/PP1KQPPP/R6R w kq - 1 13	Nxc7+	3.1	https://lichess.org/nyCF9CmL	true	0.7371063102310783	0.6338176636011208	0.023396724968454043	0.010079909899570928	0.03415921133017645	0.0661036042117541	0.07253335374385278	0.044260053731676116	true	true	true	true	true	true	https://flawchess.com/analysis?fen=r1bqk1nr%2Fppp2ppp%2F2np4%2F3NP3%2F2B5%2F5N2%2FPP1KQPPP%2FR6R%20w%20kq%20-%201%2013
2nr3k/1q2b1pp/1P1p1p2/1Q2p3/4P3/3nBN2/5PPP/1R4K1 b - - 6 28	d5	3.1	https://lichess.org/kDxvE514	false	0.6689139863954203	0.6312501413084699	0.058807847379780016	0.06642960915284732	0.033001717730689085	0.014963516155023088	0.008997497588436185	0.008543121173417958	false	false	false	false	false	false	https://flawchess.com/analysis?fen=2nr3k%2F1q2b1pp%2F1P1p1p2%2F1Q2p3%2F4P3%2F3nBN2%2F5PPP%2F1R4K1%20b%20-%20-%206%2028
Q7/5ppk/1PN2n1p/8/p1q5/5P1P/6PK/8 w - - 2 42	b7	3.1	https://lichess.org/gXREKk8w	false	0.5	0.5	0.7574975614614016	0.763078627419986	0.7801679237653537	0.7001816863212865	0.4940920869014898	0.289385825489932	false	false	false	false	false	false	https://flawchess.com/analysis?fen=Q7%2F5ppk%2F1PN2n1p%2F8%2Fp1q5%2F5P1P%2F6PK%2F8%20w%20-%20-%202%2042
2rqrbk1/pb3ppp/1p2n3/3pN3/3P1P2/2N3BP/PP1Q2P1/R3R1K1 b - - 0 19	Nxd4	3.1	https://lichess.org/GHMxOi4w	false	0.6507349938882695	0.5531881623684916	0.037643685762650474	0.02512192610521336	0.039468656273972336	0.17294037284496844	0.5556042401900182	0.719514682164172	false	false	false	false	false	false	https://flawchess.com/analysis?fen=2rqrbk1%2Fpb3ppp%2F1p2n3%2F3pN3%2F3P1P2%2F2N3BP%2FPP1Q2P1%2FR3R1K1%20b%20-%20-%200%2019
r6k/pp3P1p/2ppBqn1/4b3/8/8/PPPQ1P2/R5RK w - - 2 30	Qh6	3.1	https://lichess.org/cxF5NQDh	false	0.5658919665398462	0.5	0.2011950075170053	0.2035365930916565	0.15113843800330926	0.13092903972712175	0.16696049277103722	0.1468056098155337	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r6k%2Fpp3P1p%2F2ppBqn1%2F4b3%2F8%2F8%2FPPPQ1P2%2FR5RK%20w%20-%20-%202%2030
rnbq1rk1/pp1pbppp/4p1n1/4P3/3N1PQ1/2N5/PP4PP/2KR1B1R b - - 0 11	Nxf4	3.1	https://lichess.org/MTAnMevM	false	0.8190097461263064	0.8089768011390678	0.012949915661807442	0.01854910386504125	0.05022560528687695	0.10706103682017959	0.19787631528195507	0.06377902890170357	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rnbq1rk1%2Fpp1pbppp%2F4p1n1%2F4P3%2F3N1PQ1%2F2N5%2FPP4PP%2F2KR1B1R%20b%20-%20-%200%2011
r1bq1rk1/pppp1ppp/2n2n2/8/4P3/P1BQ4/1PP2PPP/R3KBNR b KQ - 0 8	Nxe4	3.1	https://lichess.org/hMXmFyLd	true	0.6338176636011208	0.531256867324871	0.02276017058726158	0.052557484600231665	0.1784016627291123	0.39650756496134104	0.7213271544801775	0.7460233459187877	true	true	false	false	false	false	https://flawchess.com/analysis?fen=r1bq1rk1%2Fpppp1ppp%2F2n2n2%2F8%2F4P3%2FP1BQ4%2F1PP2PPP%2FR3KBNR%20b%20KQ%20-%200%208
r1bq1rk1/p1p3pp/2p2P2/2bp4/8/4PPP1/PPPQ3P/RN2K1NR b KQ - 0 11	Bxe3	3.1	https://lichess.org/tp3WESpu	false	0.7672760967619577	0.6936887774077353	0.002655432973151488	0.0026736607792937498	0.013807450757292752	0.03789282067863773	0.06517095103439688	0.07923570011589083	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1bq1rk1%2Fp1p3pp%2F2p2P2%2F2bp4%2F8%2F4PPP1%2FPPPQ3P%2FRN2K1NR%20b%20KQ%20-%200%2011
4rr2/6kp/p3pnp1/1pNb4/2pP1q2/6R1/PP3PP1/1B1QR1K1 b - - 5 27	Nh5	3.1	https://lichess.org/mUbU1Tv8	false	0.7757138412629945	0.6810298210979692	0.2095042650214416	0.30207541415416056	0.4201464923427924	0.5074123556667588	0.5230690864755927	0.4517629933116979	false	false	false	false	false	false	https://flawchess.com/analysis?fen=4rr2%2F6kp%2Fp3pnp1%2F1pNb4%2F2pP1q2%2F6R1%2FPP3PP1%2F1B1QR1K1%20b%20-%20-%205%2027
1k1r1nr1/pp1bbp1p/4p2p/4P3/1Pp1B1q1/P4NP1/4QP2/R1B1R1K1 w - - 2 21	Be3	3.1	https://lichess.org/29GFXcWX	false	0.5101243359708437	0.5	0.036457193975685816	0.03193830063748349	0.029445189847109688	0.024740762376137183	0.020603850251016527	0.01812099988594629	false	false	false	false	false	false	https://flawchess.com/analysis?fen=1k1r1nr1%2Fpp1bbp1p%2F4p2p%2F4P3%2F1Pp1B1q1%2FP4NP1%2F4QP2%2FR1B1R1K1%20w%20-%20-%202%2021
r5k1/pp1n2p1/2pb1q1p/8/5PQ1/3b3P/PP3P2/R1BN2KR b - - 0 22	Re8	3.1	https://lichess.org/0C1yCdV5	false	0.6183032245766588	0.6156928792462818	0.13046446860802513	0.15720335624303128	0.17042937672235103	0.16747727103605317	0.16657404881066185	0.1811367468165126	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r5k1%2Fpp1n2p1%2F2pb1q1p%2F8%2F5PQ1%2F3b3P%2FPP3P2%2FR1BN2KR%20b%20-%20-%200%2022
6k1/Pq3ppp/2p3n1/2BpP3/B2P4/3Q2P1/1r3PKP/8 w - - 3 36	Bxc6	3.1	https://lichess.org/DJYqKoan	false	0.8779967148318241	0.8630716599681828	0.24937304171949798	0.20252174795744998	0.14840815926899684	0.1098122121707239	0.06244106509887625	0.03354398434748652	false	false	false	false	false	false	https://flawchess.com/analysis?fen=6k1%2FPq3ppp%2F2p3n1%2F2BpP3%2FB2P4%2F3Q2P1%2F1r3PKP%2F8%20w%20-%20-%203%2036
r3k2r/p1pn2pp/3q1n2/1B2p3/P7/1QB5/1PP2PPP/R4RK1 w kq - 2 17	Bxe5	3.1	https://lichess.org/3JJkyxML	false	0.8946635751884419	0.893967552119787	0.014662391992716095	0.030599392209223024	0.08237455638524839	0.09979353053262693	0.07878388310026811	0.08301340874362048	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r3k2r%2Fp1pn2pp%2F3q1n2%2F1B2p3%2FP7%2F1QB5%2F1PP2PPP%2FR4RK1%20w%20kq%20-%202%2017
r1b1k2r/ppp1nppp/2np4/2bq3B/2NN4/2P1B3/PP3PPP/R2Q1RK1 w kq - 4 12	Nb5	3.1	https://lichess.org/zn8qZEJX	true	0.5731136939018822	0.4586711116420767	0.01515210231967159	0.012290540658121966	0.014917094158318683	0.03262805747041053	0.14464091308342186	0.33038231915578015	true	true	true	true	false	false	https://flawchess.com/analysis?fen=r1b1k2r%2Fppp1nppp%2F2np4%2F2bq3B%2F2NN4%2F2P1B3%2FPP3PPP%2FR2Q1RK1%20w%20kq%20-%204%2012
r4rk1/p4ppp/2p1p3/Q5P1/1p1q1N1P/1P6/P1PP1P2/2KR3R w - - 0 20	c3	3.1	https://lichess.org/7Z23kwHu	false	0.5477213400816676	0.5413288883579234	0.12436639274085139	0.05701209311665525	0.09949205369211801	0.1964355437295512	0.20465429641953461	0.18023902949561774	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r4rk1%2Fp4ppp%2F2p1p3%2FQ5P1%2F1p1q1N1P%2F1P6%2FP1PP1P2%2F2KR3R%20w%20-%20-%200%2020
rnb1kbnr/p3qp2/6p1/7p/2Ppp3/5B1N/P4PPP/R1BQ1RK1 w kq - 0 13	Bxe4	3.1	https://lichess.org/97x0eAMG	false	0.5803043837193158	0.5036820134406647	0.444728657911188	0.25516565980825234	0.4540773556524544	0.6742071876759216	0.7976304279591472	0.8306486169159949	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rnb1kbnr%2Fp3qp2%2F6p1%2F7p%2F2Ppp3%2F5B1N%2FP4PPP%2FR1BQ1RK1%20w%20kq%20-%200%2013
r3k2r/ppp2pp1/2nbp3/8/3P1Bp1/2N4q/PPPQ1P1N/R4RK1 b kq - 3 15	Nxd4	3.1	https://lichess.org/iozgxcMP	false	0.8950100729306683	0.8914994675781045	0.04512969062796459	0.06899749765842803	0.09233935277511177	0.17860945663914227	0.3346087579390999	0.44944891540521686	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r3k2r%2Fppp2pp1%2F2nbp3%2F8%2F3P1Bp1%2F2N4q%2FPPPQ1P1N%2FR4RK1%20b%20kq%20-%203%2015
4r1k1/pp3pbp/2p3p1/2B1q3/2P5/1P3QP1/P4PKP/3R4 w - - 4 22	Rd7	3.1	https://lichess.org/kyHeOoCo	false	0.6881849068891515	0.6680980166875132	0.059026102165081695	0.05546380706440301	0.06345249538096155	0.08921274985301102	0.15051221395605546	0.34199258640020297	false	false	false	false	false	false	https://flawchess.com/analysis?fen=4r1k1%2Fpp3pbp%2F2p3p1%2F2B1q3%2F2P5%2F1P3QP1%2FP4PKP%2F3R4%20w%20-%20-%204%2022
2kr1bnr/p1p1pppp/2p5/8/3q4/2N5/PPPB1PPP/R2Q1RK1 w - - 2 11	Qf3	3.1	https://lichess.org/8uWvKxlJ	false	0.6139489294360486	0.6130758535536361	0.036156938014727615	0.05349213061026883	0.08018741186437099	0.11727050807916267	0.21297398332505554	0.29240526509706766	false	false	false	false	false	false	https://flawchess.com/analysis?fen=2kr1bnr%2Fp1p1pppp%2F2p5%2F8%2F3q4%2F2N5%2FPPPB1PPP%2FR2Q1RK1%20w%20-%20-%202%2011
1n3rk1/pp1bbppp/1q2p3/4P3/1P1Pp1P1/P7/3QB2P/R3NRK1 b - - 1 19	Bg5	3.1	https://lichess.org/JTRC2Chn	false	0.7378192027018546	0.6448544575649283	0.01212654147020324	0.005270641467683871	0.002863965553913555	0.001970050408021773	0.0017071824411764277	0.002775411096574613	false	false	false	false	false	false	https://flawchess.com/analysis?fen=1n3rk1%2Fpp1bbppp%2F1q2p3%2F4P3%2F1P1Pp1P1%2FP7%2F3QB2P%2FR3NRK1%20b%20-%20-%201%2019
4r1k1/p4ppp/1n1bq3/2p5/8/1PN2Q2/PBPP1PPP/R4RK1 w - - 0 21	Ne4	3.1	https://lichess.org/Fbi4JwJN	false	0.8760108570678772	0.8760108570678772	0.06391538348674831	0.03840986231804231	0.01467270935861499	0.006317737782690781	0.004567418599714963	0.007073910221562335	false	false	false	false	false	false	https://flawchess.com/analysis?fen=4r1k1%2Fp4ppp%2F1n1bq3%2F2p5%2F8%2F1PN2Q2%2FPBPP1PPP%2FR4RK1%20w%20-%20-%200%2021
6k1/5p1p/1Q3np1/pp6/4pN2/2P2qP1/5P1P/6K1 b - - 3 28	e3	3.1	https://lichess.org/avyU0Z9k	false	0.8617609834642812	0.8337929818944791	0.09055246917849274	0.07254710962148912	0.04588978327329349	0.029299313058410294	0.029864350445724244	0.038358860313587685	false	false	false	false	false	false	https://flawchess.com/analysis?fen=6k1%2F5p1p%2F1Q3np1%2Fpp6%2F4pN2%2F2P2qP1%2F5P1P%2F6K1%20b%20-%20-%203%2028
rnb2rk1/pp2ppbp/5np1/q1PP4/5B2/2N1P2P/PP3PP1/R2QKBNR b KQ - 0 8	Nxd5	3.1	https://lichess.org/FTif2RvP	false	0.6540749558280547	0.5649872147270768	0.18529379960499287	0.19049240253790256	0.17832326842502857	0.2626639151070976	0.5614324718343338	0.7009764926790626	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rnb2rk1%2Fpp2ppbp%2F5np1%2Fq1PP4%2F5B2%2F2N1P2P%2FPP3PP1%2FR2QKBNR%20b%20KQ%20-%200%208
4k2r/Np1p1pb1/pq2p1pp/8/3pP3/8/PPP1BPP1/R2Q1RK1 w k - 1 16	Qd3	3.1	https://lichess.org/ivocCFPt	false	0.8173665575867681	0.812928143673567	0.012257990667746905	0.008938283187532243	0.02097266961770424	0.024489698090090502	0.01663032924952421	0.01895265893861029	false	false	false	false	false	false	https://flawchess.com/analysis?fen=4k2r%2FNp1p1pb1%2Fpq2p1pp%2F8%2F3pP3%2F8%2FPPP1BPP1%2FR2Q1RK1%20w%20k%20-%201%2016
N1q2bnr/1p1nk2p/p3pp2/3p1bp1/3P4/2P1BN2/PP2PPPP/R2QKB1R w KQ - 1 10	Qb3	3.1	https://lichess.org/CY4i7Y3X	false	0.7814266583095536	0.7814266583095536	0.05805367864060379	0.16295727774999252	0.25542360721146923	0.28743643615265413	0.2397067054894033	0.11854290725486484	false	false	false	false	false	false	https://flawchess.com/analysis?fen=N1q2bnr%2F1p1nk2p%2Fp3pp2%2F3p1bp1%2F3P4%2F2P1BN2%2FPP2PPPP%2FR2QKB1R%20w%20KQ%20-%201%2010
3r1rk1/p1q1bp2/2p1P1pp/2P5/8/PbQ1P1PP/1B5K/R4R2 b - - 0 27	f6	3.1	https://lichess.org/RQh8tyRg	true	0.7919294393422582	0.41611281849809095	0.15400297931272247	0.4193318070029828	0.6965486268875936	0.8305950001147313	0.80309113509492	0.6840716818724752	false	false	false	false	false	false	https://flawchess.com/analysis?fen=3r1rk1%2Fp1q1bp2%2F2p1P1pp%2F2P5%2F8%2FPbQ1P1PP%2F1B5K%2FR4R2%20b%20-%20-%200%2027
r3r1k1/p1p2ppp/1p3n2/3P1q2/1P1Q1P2/P4P2/1B5P/R5RK b - - 6 23	Re2	3.1	https://lichess.org/TCFNnrkV	true	0.6104522820914586	0.4733302559691369	0.08246196221314846	0.08633568617207395	0.09866122439558635	0.0966698825754642	0.0617116669820557	0.051551588384487236	true	true	true	true	true	true	https://flawchess.com/analysis?fen=r3r1k1%2Fp1p2ppp%2F1p3n2%2F3P1q2%2F1P1Q1P2%2FP4P2%2F1B5P%2FR5RK%20b%20-%20-%206%2023
4r1k1/1Q2bppp/5n2/q2p4/3B4/1P3N2/r1P2PPP/1K1R3R b - - 4 20	Ra8	3.1	https://lichess.org/kZqDa8k6	false	0.8217227605077602	0.8123675424543686	0.13784794352654897	0.16195566864574368	0.23052317374704395	0.2833268312163392	0.3297701378112116	0.2641188230298854	false	false	false	false	false	false	https://flawchess.com/analysis?fen=4r1k1%2F1Q2bppp%2F5n2%2Fq2p4%2F3B4%2F1P3N2%2Fr1P2PPP%2F1K1R3R%20b%20-%20-%204%2020
4q3/1P6/P2n4/2Np4/1K6/1N2k3/8/8 w - - 1 63	Nd7	3.1	https://lichess.org/BlPOtGvq	true	0.4705773918729125	0.23404146068102152	0.01550527960849893	0.006788904728697421	0.008708785472139846	0.017097232270098565	0.04493680964428104	0.0794506249107986	true	true	true	true	true	true	https://flawchess.com/analysis?fen=4q3%2F1P6%2FP2n4%2F2Np4%2F1K6%2F1N2k3%2F8%2F8%20w%20-%20-%201%2063
r1b1kb1r/pp2pppp/1qn2n2/3p4/2pP1B2/2P1PN2/PPQ2PPP/RN2KB1R b KQkq - 1 7	Bf5	3.1	https://lichess.org/xsgybNUE	false	0.545896437602999	0.511044443209752	0.11990429941930833	0.2989002672525627	0.5900065344271528	0.8854895221187001	0.959942962144499	0.9531457279590633	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1b1kb1r%2Fpp2pppp%2F1qn2n2%2F3p4%2F2pP1B2%2F2P1PN2%2FPPQ2PPP%2FRN2KB1R%20b%20KQkq%20-%201%207
r1b1k2r/1pp2pp1/p1p2n1p/2b1N3/3qP3/2NP4/PPP2PPP/R1BQK2R w KQkq - 1 9	Be3	3.1	https://lichess.org/E8Ip8IYQ	true	0.5257517538936253	0.25652269131137545	0.19234183921616416	0.28859227153552874	0.4544442246007872	0.564932676131947	0.6668319832332262	0.7427214301019391	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1b1k2r%2F1pp2pp1%2Fp1p2n1p%2F2b1N3%2F3qP3%2F2NP4%2FPPP2PPP%2FR1BQK2R%20w%20KQkq%20-%201%209
r1bqkn1r/1p6/p4ppb/3Bp2p/3P3P/2N2QP1/PPP1NP2/R3K2R w KQkq - 2 13	Ne4	3.1	https://lichess.org/tQG1gEa9	false	0.7626420342626421	0.7378192027018546	0.08440350852139428	0.07278919307388305	0.06289437303718295	0.036810949670939175	0.023550036619937206	0.05664326219524695	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1bqkn1r%2F1p6%2Fp4ppb%2F3Bp2p%2F3P3P%2F2N2QP1%2FPPP1NP2%2FR3K2R%20w%20KQkq%20-%202%2013
r1b1k1nr/pp3ppp/1q2p3/2bpP3/1P1n4/P1N1B3/2P2PPP/R2QKB1R b KQkq - 0 9	Nxc2+	3.1	https://lichess.org/3O39PRZd	true	0.6697289417427889	0.5404145195219514	0.2432281419507076	0.402847310744264	0.6129621650545386	0.744336911127762	0.8358993470227835	0.8884343741326961	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1b1k1nr%2Fpp3ppp%2F1q2p3%2F2bpP3%2F1P1n4%2FP1N1B3%2F2P2PPP%2FR2QKB1R%20b%20KQkq%20-%200%209
r1b3k1/pp3p2/2p2q2/8/4Qb2/8/PPP2PPP/1K1R3R b - - 2 20	Bf5	3.1	https://lichess.org/oLL0EnPo	false	0.6078223009272731	0.5803043837193158	0.39371873408332325	0.40974558867466687	0.332547217000851	0.23980210827768947	0.1309464553761092	0.07641459090531888	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1b3k1%2Fpp3p2%2F2p2q2%2F8%2F4Qb2%2F8%2FPPP2PPP%2F1K1R3R%20b%20-%20-%202%2020
rn2kb1r/ppq1pppp/2p2n2/2Pp1b2/3P4/1QN2N2/PP2PPPP/R1B1KB1R w KQkq - 1 7	Bf4	3.1	https://lichess.org/UhlMYUAN	false	0.5550076484124536	0.5202403732122675	0.13183313873850994	0.2854554919497244	0.5701842001721135	0.8587510288070551	0.9430296865610058	0.9459399860097718	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rn2kb1r%2Fppq1pppp%2F2p2n2%2F2Pp1b2%2F3P4%2F1QN2N2%2FPP2PPPP%2FR1B1KB1R%20w%20KQkq%20-%201%207
r1bq1rk1/pp3ppp/2n2b2/3pp3/8/2NBPN2/PPPQ1PPP/2KR3R w - - 0 11	Nxd5	3.1	https://lichess.org/Aabhftku	true	0.6104522820914586	0.4669097177008696	0.08550038791909298	0.04301560328193101	0.09058727654329131	0.34130455779243085	0.6566677024144955	0.7632941902154945	true	true	true	false	false	false	https://flawchess.com/analysis?fen=r1bq1rk1%2Fpp3ppp%2F2n2b2%2F3pp3%2F8%2F2NBPN2%2FPPPQ1PPP%2F2KR3R%20w%20-%20-%200%2011
2kr3r/p1p2p2/1p6/3B1bq1/1Q3N1p/P1P2P2/1K5P/3RR3 w - - 0 25	Qb5	3.1	https://lichess.org/OdTAoNwD	false	0.8388331749797951	0.8259971780608774	0.051362259812870424	0.07198013272329423	0.11559000069829978	0.1689866757617881	0.14841654244060357	0.10216124376356345	false	false	false	false	false	false	https://flawchess.com/analysis?fen=2kr3r%2Fp1p2p2%2F1p6%2F3B1bq1%2F1Q3N1p%2FP1P2P2%2F1K5P%2F3RR3%20w%20-%20-%200%2025
r1b3k1/pp4pp/2n5/1q6/8/8/PPP3PP/R1BQK3 b - - 2 18	Bd7	3.1	https://lichess.org/FPtGmR8J	false	0.8818863274708717	0.8715441882967353	0.02254414913232867	0.019578505810137488	0.009075876407696346	0.002502452158605489	0.0008380309129246007	0.0009961978931153476	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r1b3k1%2Fpp4pp%2F2n5%2F1q6%2F8%2F8%2FPPP3PP%2FR1BQK3%20b%20-%20-%202%2018
4r1k1/3q2bp/Q1p5/2Pp1ppn/3Pp2N/P3P1P1/1B3P1P/1R3RK1 w - - 0 25	Nxf5	3.1	https://lichess.org/MJeNjyjv	false	0.8002958035833291	0.7882656217191824	0.24189075798211526	0.1290609701403124	0.06777028208396038	0.05809602591998073	0.07558241119819151	0.06470109609163417	false	false	false	false	false	false	https://flawchess.com/analysis?fen=4r1k1%2F3q2bp%2FQ1p5%2F2Pp1ppn%2F3Pp2N%2FP3P1P1%2F1B3P1P%2F1R3RK1%20w%20-%20-%200%2025
1Nb1qrk1/4p1bp/3p1pp1/1p1N4/1Pn1PP2/3n2P1/3B2BP/1R1Q1RK1 w - - 1 22	Nc6	3.1	https://lichess.org/F4yiuobn	false	0.8123675424543686	0.8002958035833291	0.07729192640613804	0.06357791735865967	0.05989312654778581	0.07312641423190461	0.1380844688561546	0.25893325792334776	false	false	false	false	false	false	https://flawchess.com/analysis?fen=1Nb1qrk1%2F4p1bp%2F3p1pp1%2F1p1N4%2F1Pn1PP2%2F3n2P1%2F3B2BP%2F1R1Q1RK1%20w%20-%20-%201%2022
r3kb1r/p1p2ppp/2p1qn2/4p3/8/2N2N2/PPP3PP/R1BQ1RK1 w kq - 0 13	Nxe5	3.1	https://lichess.org/MYA5yOLy	false	0.8002958035833291	0.7619748627801506	0.0472858948884734	0.12207589838240533	0.2723814531395778	0.45349096096048347	0.5866440575284753	0.5113135042774432	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r3kb1r%2Fp1p2ppp%2F2p1qn2%2F4p3%2F8%2F2N2N2%2FPPP3PP%2FR1BQ1RK1%20w%20kq%20-%200%2013
rn1qk1nr/pppb1pbp/3p2p1/3Np3/2B1P3/5Q2/PPPP1PPP/R1B1K1NR w KQkq - 4 8	Nxc7+	3.1	https://lichess.org/ALQHtGap	false	0.7559124444307999	0.6664630487993781	0.34423197345517953	0.3448931545067624	0.4558793500126349	0.591587191212317	0.706819163772546	0.5881987123441421	false	false	false	false	false	false	https://flawchess.com/analysis?fen=rn1qk1nr%2Fpppb1pbp%2F3p2p1%2F3Np3%2F2B1P3%2F5Q2%2FPPPP1PPP%2FR1B1K1NR%20w%20KQkq%20-%204%208
8/pp1bp1kp/3p2p1/3P4/4P3/1P2qB2/P5PP/5Q1K b - - 2 22	Bb5	3.1	https://lichess.org/Ion4hwtV	false	0.545896437602999	0.5440703011199586	0.19279154399427775	0.10817203148689658	0.07677094712959787	0.11350872533282776	0.26474924898310226	0.27357985324219847	false	false	false	false	false	false	https://flawchess.com/analysis?fen=8%2Fpp1bp1kp%2F3p2p1%2F3P4%2F4P3%2F1P2qB2%2FP5PP%2F5Q1K%20b%20-%20-%202%2022
2kr3r/1b1p1pb1/7p/1p2q1pP/1p2p3/1NP1P3/1B1P1PP1/R2QKB1R w KQ - 2 23	Bxb5	3.1	https://lichess.org/Ha0WuRec	false	0.8635062229486782	0.8595531287770796	0.07672925500018271	0.0868799576814722	0.08722135764505652	0.06225978946219111	0.019026096077573152	0.004498682404013721	false	false	false	false	false	false	https://flawchess.com/analysis?fen=2kr3r%2F1b1p1pb1%2F7p%2F1p2q1pP%2F1p2p3%2F1NP1P3%2F1B1P1PP1%2FR2QKB1R%20w%20KQ%20-%202%2023
r4rk1/1pp2ppp/2n1b3/p3q2n/4P3/2P1BQ1P/PPB2KP1/R4N1R b - - 1 16	f5	3.1	https://lichess.org/t4ojwjf7	false	0.6737883770370706	0.6086996650452808	0.08072013698857465	0.19196685296963348	0.3180557678916508	0.42209550582249333	0.49407940989561216	0.3290925237177742	false	false	false	false	false	false	https://flawchess.com/analysis?fen=r4rk1%2F1pp2ppp%2F2n1b3%2Fp3q2n%2F4P3%2F2P1BQ1P%2FPPB2KP1%2FR4N1R%20b%20-%20-%201%2016
4b2k/6p1/1P6/2N2q1p/3pp3/1Q2P1P1/7P/6K1 w - - 0 36	b7	3.1	https://lichess.org/Ot43ciff	false	0.6565700162843596	0.6095763271311208	0.4951594716951016	0.36712451824655135	0.3174418708651201	0.32316599784893846	0.41716136936501996	0.4240424572827884	false	false	false	false	false	false	https://flawchess.com/analysis?fen=4b2k%2F6p1%2F1P6%2F2N2q1p%2F3pp3%2F1Q2P1P1%2F7P%2F6K1%20w%20-%20-%200%2036
r3kb1r/pp3p2/3q3p/2nNp1p1/2Bn4/1P1P2BP/P4PP1/R2Q1RK1 w kq - 5 20	Bxe5	3.1	https://lichess.org/IIfsN0Py	true	0.8317418515310456	0.6713557948833915	0.022718617055479496	0.02238141696543441	0.049135842280387636	0.12997985656422234	0.35033307300858507	0.5331214064106027	true	true	true	false	false	false	https://flawchess.com/analysis?fen=r3kb1r%2Fpp3p2%2F3q3p%2F2nNp1p1%2F2Bn4%2F1P1P2BP%2FP4PP1%2FR2Q1RK1%20w%20kq%20-%205%2020
