pass	anchor_white	anchor_black	result	reason	plies	game_index	opening	seed	git_sha
measure	maia1900	sf8	white_win	adjudicated_eval	45	330	Italian Game	1	a2f96e81
measure	sf8	maia1900	white_win	adjudicated_eval	44	331	Ruy Lopez	1	a2f96e81
measure	maia1900	sf8	black_win	adjudicated_eval	37	332	Ruy Lopez, Morphy Defense	1	a2f96e81
measure	sf8	maia1900	draw	ply_cap_draw	120	333	Scotch Game	1	a2f96e81
measure	maia1900	sf8	draw	ply_cap_draw	120	334	Petrov Defense	1	a2f96e81
measure	sf8	maia1900	white_win	adjudicated_eval	63	335	Four Knights Game	1	a2f96e81
measure	maia1900	sf8	white_win	adjudicated_eval	81	336	Vienna Game	1	a2f96e81
measure	sf8	maia1900	white_win	adjudicated_eval	72	337	King's Gambit	1	a2f96e81
measure	maia1900	sf8	black_win	adjudicated_eval	74	338	Sicilian Defense, Open	1	a2f96e81
measure	sf8	maia1900	white_win	adjudicated_eval	91	339	Sicilian Defense, Najdorf	1	a2f96e81
measure	maia1900	sf8	draw	threefold_repetition	74	340	Sicilian Defense, Dragon	1	a2f96e81
measure	sf8	maia1900	black_win	adjudicated_eval	74	341	French Defense	1	a2f96e81
measure	maia1900	sf8	black_win	adjudicated_eval	103	342	French Defense, Advance	1	a2f96e81
measure	sf8	maia1900	draw	ply_cap_draw	120	343	Caro-Kann Defense	1	a2f96e81
measure	maia2300	sf10	draw	threefold_repetition	97	344	Caro-Kann Defense, Advance	1	a2f96e81
measure	sf10	maia2300	draw	ply_cap_draw	120	345	Scandinavian Defense	1	a2f96e81
measure	maia2300	sf10	draw	threefold_repetition	59	346	Pirc Defense	1	a2f96e81
measure	sf10	maia2300	white_win	adjudicated_eval	73	347	Modern Defense	1	a2f96e81
measure	maia2300	sf10	draw	threefold_repetition	100	348	Alekhine Defense	1	a2f96e81
measure	sf10	maia2300	black_win	adjudicated_eval	108	349	Queen's Gambit Declined	1	a2f96e81
measure	maia2300	sf10	black_win	adjudicated_eval	62	350	Queen's Gambit Accepted	1	a2f96e81
measure	sf10	maia2300	white_win	adjudicated_eval	65	351	Slav Defense	1	a2f96e81
measure	maia2300	sf10	black_win	adjudicated_eval	52	352	King's Indian Defense	1	a2f96e81
measure	sf10	maia2300	white_win	checkmate	73	353	Nimzo-Indian Defense	1	a2f96e81
measure	maia2300	sf10	draw	threefold_repetition	104	354	Gruenfeld Defense	1	a2f96e81
measure	sf10	maia2300	white_win	adjudicated_eval	64	355	Queen's Indian Defense	1	a2f96e81
measure	maia2300	sf10	black_win	adjudicated_eval	98	356	Bogo-Indian Defense	1	a2f96e81
measure	sf10	maia2300	white_win	adjudicated_eval	51	357	Dutch Defense	1	a2f96e81
measure	maia2300	sf10	draw	ply_cap_draw	120	358	Benoni Defense	1	a2f96e81
measure	sf10	maia2300	draw	ply_cap_draw	120	359	English Opening	1	a2f96e81
measure	maia1900	sf10	black_win	adjudicated_eval	52	360	English Opening, Reversed Sicilian	1	a2f96e81
measure	sf10	maia1900	draw	threefold_repetition	108	361	Reti Opening	1	a2f96e81
measure	maia1900	sf10	black_win	adjudicated_eval	79	362	London System	1	a2f96e81
measure	sf10	maia1900	black_win	adjudicated_eval	105	363	Italian Game	1	a2f96e81
measure	maia1900	sf10	draw	threefold_repetition	119	364	Ruy Lopez	1	a2f96e81
measure	sf10	maia1900	white_win	adjudicated_eval	60	365	Ruy Lopez, Morphy Defense	1	a2f96e81
measure	maia1900	sf10	black_win	adjudicated_eval	19	366	Scotch Game	1	a2f96e81
measure	sf10	maia1900	white_win	checkmate	57	367	Petrov Defense	1	a2f96e81
measure	maia1900	sf10	black_win	adjudicated_eval	99	368	Four Knights Game	1	a2f96e81
measure	sf10	maia1900	white_win	adjudicated_eval	44	369	Vienna Game	1	a2f96e81
measure	maia1900	sf10	black_win	adjudicated_eval	35	370	King's Gambit	1	a2f96e81
measure	sf10	maia1900	white_win	checkmate	97	371	Sicilian Defense, Open	1	a2f96e81
measure	maia1900	sf10	black_win	checkmate	100	372	Sicilian Defense, Najdorf	1	a2f96e81
measure	sf10	maia1900	draw	threefold_repetition	101	373	Sicilian Defense, Dragon	1	a2f96e81
measure	maia1900	sf10	draw	threefold_repetition	113	374	French Defense	1	a2f96e81
measure	sf10	maia1900	white_win	adjudicated_eval	60	375	French Defense, Advance	1	a2f96e81
measure	maia700	sf0	draw	ply_cap_draw	120	376	Caro-Kann Defense	1	a2f96e81
measure	sf0	maia700	white_win	checkmate	54	377	Caro-Kann Defense, Advance	1	a2f96e81
measure	maia700	sf0	white_win	adjudicated_eval	27	378	Scandinavian Defense	1	a2f96e81
measure	sf0	maia700	white_win	checkmate	25	379	Pirc Defense	1	a2f96e81
measure	maia700	sf0	black_win	adjudicated_eval	12	380	Modern Defense	1	a2f96e81
measure	sf0	maia700	black_win	checkmate	40	381	Alekhine Defense	1	a2f96e81
measure	maia700	sf0	white_win	adjudicated_eval	33	382	Queen's Gambit Declined	1	a2f96e81
measure	sf0	maia700	black_win	adjudicated_eval	86	383	Queen's Gambit Accepted	1	a2f96e81
measure	maia700	sf0	white_win	adjudicated_eval	27	384	Slav Defense	1	a2f96e81
measure	sf0	maia700	black_win	adjudicated_eval	34	385	King's Indian Defense	1	a2f96e81
measure	maia700	sf0	white_win	checkmate	39	386	Nimzo-Indian Defense	1	a2f96e81
measure	sf0	maia700	white_win	adjudicated_eval	45	387	Gruenfeld Defense	1	a2f96e81
measure	maia700	sf0	white_win	adjudicated_eval	75	388	Queen's Indian Defense	1	a2f96e81
measure	sf0	maia700	black_win	adjudicated_eval	44	389	Bogo-Indian Defense	1	a2f96e81
measure	maia700	sf0	black_win	checkmate	22	390	Dutch Defense	1	a2f96e81
measure	sf0	maia700	black_win	adjudicated_eval	28	391	Benoni Defense	1	a2f96e81
measure	maia1100	sf3	black_win	adjudicated_eval	56	392	English Opening	1	a2f96e81
measure	sf3	maia1100	white_win	adjudicated_eval	103	393	English Opening, Reversed Sicilian	1	a2f96e81
measure	maia1100	sf3	black_win	adjudicated_eval	105	394	Reti Opening	1	a2f96e81
measure	sf3	maia1100	draw	threefold_repetition	45	395	London System	1	a2f96e81
measure	maia1100	sf3	white_win	adjudicated_eval	71	396	Italian Game	1	a2f96e81
measure	sf3	maia1100	white_win	adjudicated_eval	92	397	Ruy Lopez	1	a2f96e81
measure	maia1100	sf3	white_win	adjudicated_eval	21	398	Ruy Lopez, Morphy Defense	1	a2f96e81
measure	sf3	maia1100	white_win	checkmate	54	399	Scotch Game	1	a2f96e81
measure	maia1100	sf3	black_win	adjudicated_eval	107	400	Petrov Defense	1	a2f96e81
measure	sf3	maia1100	black_win	adjudicated_eval	54	401	Four Knights Game	1	a2f96e81
measure	maia1100	sf3	white_win	adjudicated_eval	35	402	Vienna Game	1	a2f96e81
measure	sf3	maia1100	black_win	adjudicated_eval	115	403	King's Gambit	1	a2f96e81
measure	maia1100	sf3	white_win	adjudicated_eval	70	404	Sicilian Defense, Open	1	a2f96e81
measure	sf3	maia1100	draw	threefold_repetition	75	405	Sicilian Defense, Najdorf	1	a2f96e81
measure	maia1100	sf3	white_win	adjudicated_eval	29	406	Sicilian Defense, Dragon	1	a2f96e81
measure	sf3	maia1100	draw	ply_cap_draw	120	407	French Defense	1	a2f96e81
measure	maia1500	sf5	white_win	adjudicated_eval	85	408	French Defense, Advance	1	a2f96e81
measure	sf5	maia1500	black_win	adjudicated_eval	68	409	Caro-Kann Defense	1	a2f96e81
measure	maia1500	sf5	black_win	checkmate	67	410	Caro-Kann Defense, Advance	1	a2f96e81
measure	sf5	maia1500	black_win	adjudicated_eval	35	411	Scandinavian Defense	1	a2f96e81
measure	maia1500	sf5	white_win	adjudicated_eval	65	412	Pirc Defense	1	a2f96e81
measure	sf5	maia1500	white_win	adjudicated_eval	120	413	Modern Defense	1	a2f96e81
measure	maia1500	sf5	draw	threefold_repetition	62	414	Alekhine Defense	1	a2f96e81
measure	sf5	maia1500	white_win	checkmate	19	415	Queen's Gambit Declined	1	a2f96e81
measure	maia1500	sf5	white_win	adjudicated_eval	59	416	Queen's Gambit Accepted	1	a2f96e81
measure	sf5	maia1500	white_win	checkmate	45	417	Slav Defense	1	a2f96e81
measure	maia1500	sf5	white_win	adjudicated_eval	40	418	King's Indian Defense	1	a2f96e81
measure	sf5	maia1500	black_win	adjudicated_eval	34	419	Nimzo-Indian Defense	1	a2f96e81
measure	maia1500	sf5	black_win	ply_cap_decisive	120	420	Gruenfeld Defense	1	a2f96e81
measure	sf5	maia1500	draw	ply_cap_draw	120	421	Queen's Indian Defense	1	a2f96e81
measure	maia1500	sf5	draw	ply_cap_draw	120	422	Bogo-Indian Defense	1	a2f96e81
measure	sf5	maia1500	white_win	adjudicated_eval	67	423	Dutch Defense	1	a2f96e81
measure	maia1100	sf5	black_win	checkmate	46	424	Benoni Defense	1	a2f96e81
measure	sf5	maia1100	white_win	checkmate	65	425	English Opening	1	a2f96e81
measure	maia1100	sf5	black_win	checkmate	40	426	English Opening, Reversed Sicilian	1	a2f96e81
measure	sf5	maia1100	white_win	adjudicated_eval	32	427	Reti Opening	1	a2f96e81
measure	maia1100	sf5	black_win	checkmate	61	428	London System	1	a2f96e81
measure	sf5	maia1100	white_win	checkmate	53	429	Italian Game	1	a2f96e81
measure	maia1100	sf5	black_win	adjudicated_eval	57	430	Ruy Lopez	1	a2f96e81
measure	sf5	maia1100	white_win	adjudicated_eval	42	431	Ruy Lopez, Morphy Defense	1	a2f96e81
measure	maia1100	sf5	white_win	adjudicated_eval	82	432	Scotch Game	1	a2f96e81
measure	sf5	maia1100	black_win	adjudicated_eval	48	433	Petrov Defense	1	a2f96e81
measure	maia1100	sf5	black_win	adjudicated_eval	46	434	Four Knights Game	1	a2f96e81
measure	sf5	maia1100	white_win	checkmate	38	435	Vienna Game	1	a2f96e81
measure	maia1100	sf5	black_win	checkmate	33	436	King's Gambit	1	a2f96e81
measure	sf5	maia1100	black_win	adjudicated_eval	97	437	Sicilian Defense, Open	1	a2f96e81
measure	maia1100	sf5	black_win	adjudicated_eval	58	438	Sicilian Defense, Najdorf	1	a2f96e81
measure	sf5	maia1100	white_win	checkmate	35	439	Sicilian Defense, Dragon	1	a2f96e81
measure	maia700	sf5	black_win	checkmate	72	440	French Defense	1	a2f96e81
measure	sf5	maia700	white_win	adjudicated_eval	35	441	French Defense, Advance	1	a2f96e81
measure	maia700	sf5	black_win	checkmate	60	442	Caro-Kann Defense	1	a2f96e81
measure	sf5	maia700	white_win	adjudicated_eval	66	443	Caro-Kann Defense, Advance	1	a2f96e81
measure	maia700	sf5	black_win	adjudicated_eval	102	444	Scandinavian Defense	1	a2f96e81
measure	sf5	maia700	white_win	adjudicated_eval	117	445	Pirc Defense	1	a2f96e81
measure	maia700	sf5	draw	ply_cap_draw	120	446	Modern Defense	1	a2f96e81
measure	sf5	maia700	white_win	checkmate	49	447	Alekhine Defense	1	a2f96e81
measure	maia700	sf5	black_win	adjudicated_eval	34	448	Queen's Gambit Declined	1	a2f96e81
measure	sf5	maia700	white_win	adjudicated_eval	111	449	Queen's Gambit Accepted	1	a2f96e81
measure	maia700	sf5	draw	ply_cap_draw	120	450	Slav Defense	1	a2f96e81
measure	sf5	maia700	white_win	adjudicated_eval	112	451	King's Indian Defense	1	a2f96e81
measure	maia700	sf5	white_win	adjudicated_eval	45	452	Nimzo-Indian Defense	1	a2f96e81
measure	sf5	maia700	white_win	adjudicated_eval	67	453	Gruenfeld Defense	1	a2f96e81
measure	maia700	sf5	black_win	checkmate	66	454	Queen's Indian Defense	1	a2f96e81
measure	sf5	maia700	white_win	checkmate	51	455	Bogo-Indian Defense	1	a2f96e81
