PuzzleId,FEN,PreFlawFEN,FirstMove,PV,Themes,Rating
Dilvx,3r1nk1/pppPR3/3n4/3NN3/3b4/7P/PP3PP1/6K1 w - - 6 28,3r1nk1/pppPR3/1b1n4/3NN3/8/7P/PP3PP1/6K1 b - - 5 27,b6d4,d5f6 g8h8 e5g6 f8g6 e7h7,arabianMate exposedKing long mate mateIn3 middlegame sacrifice,2027
mpLZJ,1rb1N1r1/p3Q1bk/6p1/3Rp1B1/4P3/1p6/1PPKB1qP/8 w - - 0 26,1rb1N1r1/p3Q1bk/6p1/3Rp1B1/4P3/1p6/1PPKB1PP/7q b - - 0 25,h1g2,e7g7 g8g7 e8f6 h7h8 d5d8 g7g8 d8g8,arabianMate mate mateIn4 middlegame sacrifice veryLong,2284
UreCO,8/3Q4/2P5/p7/1rkn4/K4P2/8/8 b - - 0 60,8/3Q4/8/p1P5/1rkn4/K4P2/8/8 w - - 11 60,c5c6,d4b5 a3a2 b5c3 a2a1 b4b1,arabianMate endgame exposedKing long master mate mateIn3,2049
7qZSk,6kr/p5p1/8/5Q2/1p6/1P2NnP1/P3RPKP/2q5 b - - 4 35,6kr/p5p1/8/5Q2/1p6/1P2NnP1/P3RP1P/2q2K2 w - - 3 35,f1g2,c1h1 g2h1 h8h2,arabianMate attraction endgame mate mateIn2 sacrifice short,2078
6Hx6Q,6rk/4R1RN/p5p1/np2p3/7r/7P/6P1/6K1 w - - 1 32,2r4k/4R1RN/p5p1/np2p3/7r/7P/6P1/6K1 b - - 0 31,c8g8,h7f6 g8g7 e7e8 g7g8 e8g8,arabianMate endgame exposedKing long mate mateIn3 sacrifice,2001
TOzE9,5r2/pppqn1bk/3p2pp/4p3/3nP2P/P1NPB1PN/1Pr3BK/RQ2R3 b - - 0 22,5r2/pppqn1bk/3p2pp/4p3/3nP2P/P1NPB1Pb/1Pr3BK/RQ2R1N1 w - - 2 22,g1h3,d4f3 h2h1 d7h3 g2h3 c2h2,arabianMate deflection fork long master mate mateIn3 middlegame sacrifice,2062
4KOuy,5k2/1pp3pn/p1N1Q3/3ppP1p/5pr1/2PP3K/PP3PR1/R7 b - - 0 30,3N1k2/1pp3pn/p1n1Q3/3ppP1p/5pr1/2PP3K/PP3PR1/R7 w - - 1 30,d8c6,h7g5 h3h2 g5f3 h2h1 g4h4 g2h2 h4h2,arabianMate endgame exposedKing fork mate mateIn4 veryLong,2054
d9bGe,r4rk1/3N1p1p/4p1pQ/pp6/4R3/1P1p3P/P4PPK/q7 w - - 0 27,r4rk1/3N1p1p/4p1pQ/pp6/3pR3/1P5P/P4PPK/q7 b - - 1 26,d4d3,e4h4 a1g7 d7f6 g8h8 h6h7 g7h7 h4h7,arabianMate endgame kingsideAttack mate mateIn4 quietMove veryLong,2112
WR9bT,8/4rpk1/1qbp1N1p/1p1P4/2p4K/P4R2/1P6/5R2 w - - 0 44,8/1b2rpk1/1qNp1N1p/1p1P4/2p4K/P4R2/1P6/5R2 b - - 0 43,b7c6,f3g3 g7h8 g3g8,arabianMate endgame mate mateIn2 short,2022
7uMiR,2r2br1/1p3ppk/1qn1b2p/p2pPp1N/3P3P/5NR1/PP1Q1PP1/R1B3K1 w - - 8 19,2r3r1/1p2bppk/1qn1b2p/p2pPp1N/3P3P/5NR1/PP1Q1PP1/R1B3K1 b - - 7 18,e7f8,d2h6 g7h6 h5f6 h7h8 g3g8,arabianMate fork long mate mateIn3 middlegame sacrifice,2118
EzROK,r4rk1/1b3p1p/p1np2P1/1p1NpN2/4Pbq1/2P5/PP3PP1/R3KB1R w KQ - 0 19,r4rk1/1b3p1p/p1np2P1/1p1NpNq1/4PbQ1/2P5/PP3PP1/R3KB1R b KQ - 0 18,g5g4,d5f6 g8h8 h1h7,arabianMate fork mate mateIn2 middlegame short,2176
gIVmh,6rk/5p1p/5P2/3PP3/2PQ1p1n/7P/6r1/R6K b - - 2 40,6rk/5p1p/5P2/3PP3/2PQ1p1n/R6P/6r1/7K w - - 1 40,a3a1,h4f3 d4f4 g2g1 a1g1 g8g1,arabianMate endgame exposedKing long mate mateIn3,2195
2fECG,1k4r1/pp6/2pR1q2/5N2/2P1P2p/1P2Qp2/P4P2/5K2 b - - 0 37,1k4r1/pp6/2pr1q2/5N2/2P1P2p/1P2Qp2/P4P2/3R1K2 w - - 0 37,d1d6,f6a1 e3e1 g8g1 f1g1 a1e1,attraction crushing deflection endgame long,1174
boLWX,6k1/5ppp/rq3bn1/8/B3Q3/7P/1P1r1PP1/1R2R1K1 w - - 7 30,3r2k1/5ppp/rq3bn1/8/B3Q3/7P/1P3PP1/1R2R1K1 b - - 6 29,d8d2,e4e8 g6f8 e8f8 g8f8 e1e8,attraction long mate mateIn3 middlegame operaMate sacrifice,761
0c15W,2R2nk1/5ppp/4p3/1p1pP1Q1/3q4/r6P/3N1PP1/6K1 w - - 0 25,2R2nk1/5ppp/4p3/1p1pP1Q1/1q1P4/r6P/3N1PP1/6K1 b - - 0 24,b4d4,c8f8 g8f8 g5d8,attraction endgame mate mateIn2 sacrifice short,1115
qDZtW,1rb2r1k/p5pp/8/1p1B1Pp1/4P3/7R/P5QK/3q4 w - - 0 38,1rb2r1k/p5pp/5p2/1p1B1PP1/4P3/7R/P5QK/3q4 b - - 0 37,f6g5,h3h7 h8h7 g2h3 d1h5 h3h5,attraction long mate mateIn3 middlegame sacrifice,1065
ql5mW,2r4r/p3kq2/1p3p1p/4pPpQ/1Pp3P1/2P5/P7/2KR2R1 w - - 2 30,2r4r/p3k3/1p3p1p/3qpPpQ/1Pp3P1/2P5/P7/2KR2R1 b - - 1 29,d5f7,d1d7 e7d7 h5f7,attraction crushing deflection endgame short,1070
X9yQh,r1b2r1k/p5pp/nqp5/8/2B4R/2P5/PP4PP/R2Q3K w - - 6 24,rnb2r1k/p5pp/1qp5/8/2B4R/2P5/PP4PP/R2Q3K b - - 5 23,b8a6,h4h7 h8h7 d1h5,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,1176
zRapI,1kr5/1pR1R1p1/p2q1p2/Q6p/8/1P6/P1K3PP/3r4 w - - 10 36,1k4r1/1pR1R1p1/p2q1p2/Q6p/8/1P6/P1K3PP/3r4 b - - 9 35,g8c8,c7c8 b8c8 e7e8,attraction crushing endgame short,979
Jkgdm,3r3k/1p2q1pp/2p2pn1/7R/P2rP3/4P2P/BP4P1/3Q3K w - - 0 42,3r3k/1p1rq1pp/2p2pn1/7R/P2RP3/4P2P/BP4P1/3Q3K b - - 9 41,d7d4,h5h7 h8h7 d1h5,attraction kingsideAttack master mate mateIn2 middlegame sacrifice short,1135
6XUXN,r4rk1/2p2pbp/8/3PPq2/5B2/2N1QbPp/PP1R1P2/4R1K1 b - - 2 28,r4rk1/2p2pbp/8/2QPPq2/5B2/2N2bPp/PP1R1P2/4R1K1 w - - 1 28,c5e3,h3h2 g1h2 f5h5 h2g1 h5h1,advancedPawn attraction kingsideAttack long mate mateIn3 middlegame,1079
qF0qX,5Rrk/pp2P2p/7P/2p1K3/8/8/PP6/3q4 w - - 0 42,5Rrk/pp2P2p/7P/2p1K3/8/8/PP1p4/8 b - - 2 41,d2d1q,f8g8 h8g8 e7e8q,advancedPawn attraction endgame mate mateIn2 promotion queenRookEndgame short,1141
bMXVS,6k1/Q4pp1/3q4/3p4/4n2R/6P1/P1r2PK1/8 w - - 5 33,6k1/Q4pp1/3q4/3p4/2r1n2R/6P1/P4PK1/8 b - - 4 32,c4c2,a7a8 d6f8 h4h8 g8h8 a8f8 h8h7 f8f7,attraction crushing deflection endgame veryLong,1175
W0r3Y,2r3k1/1p3q1p/p5p1/3Q4/P1N5/2P5/1P3PPP/6K1 w - - 1 28,2r3k1/1p2q2p/p5p1/3Q4/P1N5/2P5/1P3PPP/6K1 b - - 0 27,e7f7,d5f7 g8f7 c4d6 f7f6 d6c8,attraction crushing endgame fork long,1135
Lxeky,8/p1p4k/7p/2B2r1q/1PPQp1p1/P1R2bP1/5P1P/5BK1 b - - 5 37,8/p1p4k/7p/2B2r1q/1PP1p1p1/P1R1QbP1/5P1P/5BK1 w - - 4 37,e3d4,h5h2 g1h2 f5h5 f1h3 h5h3 h2g1 h3h1,attraction kingsideAttack mate mateIn4 middlegame operaMate sacrifice veryLong,1123
GM9I5,4Rbk1/p4ppp/2p5/2Pp2Q1/3P4/7P/P1r2qPK/8 w - - 2 29,4Rbk1/p4ppp/2p5/2Pp2Q1/3P4/2r4P/P4qPK/8 b - - 1 28,c3c2,e8f8 g8f8 g5d8,attraction endgame mate mateIn2 sacrifice short,1079
4JgbX,7k/p5rp/2BR4/1P2p3/4P3/4K3/r7/8 w - - 14 45,7k/p3r2p/2BR4/1P2p3/4P3/4K3/r7/8 b - - 13 44,e7g7,d6d8 g7g8 d8g8 h8g8 c6d5 g8g7 d5a2,attraction crushing endgame fork veryLong,1097
yCfVt,5rk1/p4p1p/3Q1Pp1/4p3/1P6/2R4K/4q2P/3q4 w - - 0 41,5rk1/p4p1p/3Q1Pp1/4p3/1P6/2R4K/3pq2P/8 b - - 1 40,d2d1q,d6f8 g8f8 c3c8 d1d8 c8d8,attraction endgame long mate mateIn3 sacrifice,1035
EMmzu,4r2k/1p1q2pn/p5p1/8/4prP1/1B2R2Q/PPP2P2/5RK1 w - - 5 26,4rr1k/1p1q2pn/p5p1/8/4p1P1/1B2R2Q/PPP2P2/5RK1 b - - 4 25,f8f4,h3h7 h8h7 e3h3,attraction kingsideAttack mate mateIn2 middlegame pillsburysMate sacrifice short,1197
xznVg,1R5R/8/5p1p/1r3P2/pk3P1P/4pK2/8/1q6 w - - 0 57,1R5R/8/5p1p/1r3P2/pk3P1P/4pK2/1p6/8 b - - 7 56,b2b1q,b8b5 b4b5 h8b8 b5c4 b8b1,attraction crushing endgame long queenRookEndgame skewer,851
N2tEp,2kr3r/p1p2pp1/2pb1n2/3p4/3P4/2P1B2q/PP3PBp/R2QRN1K b - - 3 21,2kr3r/p1p2pp1/2pb1n2/3p4/3P4/2P1BB1q/PP3P1p/R2QRN1K w - - 2 21,f3g2,h3g2 h1g2 h2h1q,advancedPawn attraction kingsideAttack mate mateIn2 middlegame promotion short,929
y3lue,1k2r3/1p4pp/5b2/1P6/P7/4BK2/6PP/2R5 b - - 0 30,1k2r3/1p4pp/5b2/1P6/P7/4Bp2/5KPP/2R5 w - - 3 30,f2f3,e8e3 f3e3 f6g5 e3e4 g5c1,attraction crushing endgame exposedKing long sacrifice skewer,1154
KiU2g,4q1k1/1Qp3pp/1p2p2r/8/3Pp3/2P1PpP1/PP3P1P/R5RK b - - 0 23,4q1k1/Qbp3pp/1p2p2r/8/3Pp3/2P1PpP1/PP3P1P/R5RK w - - 1 23,a7b7,h6h2 h1h2 e8h5,attraction endgame kingsideAttack mate mateIn2 sacrifice short,1057
e7hdW,6rk/pp3p1p/2p1bP2/3n4/2P4R/3R1Q1P/2q3r1/7K w - - 0 27,6rk/pp3p1p/2p1bP2/3n2r1/2P4R/3R1Q1P/2q3P1/7K b - - 0 26,g5g2,h4h7 h8h7 f3h5,attraction master mate mateIn2 middlegame sacrifice short,1118
hZZ7P,8/2R1p1kp/1p4p1/1p3p2/1P6/2Q2PP1/3q3P/2n3K1 b - - 1 39,8/2R1p1kp/1p4p1/1p3p2/1P6/Q4PP1/3q3P/2n3K1 w - - 0 39,a3c3,d2c3 c7c3 c1e2 g1f2 e2c3,attraction crushing endgame fork long,1022
XyiaW,2r5/3bkp1p/1q2p3/3p4/1n6/Q2BPNP1/3N1PP1/4K2R b K - 6 19,2r5/3bkp1p/1q2p3/3p4/1n6/2QBPNP1/3N1PP1/4K2R w K - 5 19,c3a3,c8c1 a3c1 b4d3 e1e2 d3c1,advantage attraction deflection fork long middlegame sacrifice,1088
eke6M,5knR/pp3pp1/8/2pN1r2/2P5/P7/1P6/1K6 w - - 0 30,5knR/pp3pp1/8/2pNrP2/2P5/P7/1P6/1K6 b - - 0 29,e5f5,h8g8 f8g8 d5e7 g8h7 e7f5,advantage attraction endgame fork long sacrifice,1195
ajcuG,4r1k1/p1pr1qBp/2pp1Pp1/4n3/2b1PR1Q/2P5/2P3PP/3R2K1 w - - 8 27,3rr1k1/p1p2qBp/2pp1Pp1/4n3/2b1PR1Q/2P5/2P3PP/3R2K1 b - - 7 26,d8d7,h4h7 g8h7 f4h4 h7g8 h4h8,attraction kingsideAttack long mate mateIn3 middlegame operaMate sacrifice,860
xiI7M,6k1/5pP1/7p/7r/p2P1p1P/P1p2q2/2Q2P1K/6R1 w - - 3 42,6k1/5pP1/7p/r7/p2P1p1P/P1p2q2/2Q2P1K/6R1 b - - 2 41,a5h5,c2h7 g8h7 g7g8q,advancedPawn attraction endgame mate mateIn2 promotion short,1057
fRiwU,5r1k/ppp3pp/3p2p1/2b1p3/4P3/P1NPn1K1/BP3r2/1R5Q w - - 0 27,5r1k/ppp3pp/3p2p1/2b1p3/4P3/P1NPB1K1/BPn2r2/1R5Q b - - 5 26,c2e3,h1h7 h8h7 b1h1 f2h2 h1h2,attraction kingsideAttack long mate mateIn3 middlegame pillsburysMate sacrifice,1120
foFlj,1k5r/p1p3pp/Q1prqp2/2R5/8/4PPP1/PPP2P2/3RK3 b - - 2 21,1k5r/p1p3pp/Q1prqp2/2R5/8/4PPP1/PPP2P2/R3K3 w Q - 1 21,a1d1,d6d1 e1d1 e6d6 d1c1 d6c5,advantage attraction endgame fork long,1106
LzKQC,4r2k/p1p2p1p/3p2p1/2nP4/2P2B2/1P3P2/P3r1PP/R3RK2 b - - 4 21,4r2k/p1p2p1p/3p2p1/2nP4/2P2B2/1P3P2/P3r1PP/R3R1K1 w - - 3 21,g1f1,e2e1 a1e1 e8e1 f1e1 c5d3 e1d2 d3f4,advantage attraction endgame fork veryLong,1098
KUerp,8/p1p2QR1/1pk1p3/3p4/3P4/KPP5/P2q4/8 b - - 7 40,8/p1p2QR1/1pk1p3/3p4/3P4/1PP5/PK1q4/8 w - - 6 40,b2a3,d2c1 a3a4 b6b5 a4b4 a7a5 b4a5 c1a3,attraction endgame mate mateIn4 veryLong,1156
xBg6E,r1bqk2r/ppp2ppp/2p5/2P1p3/4n3/2P2N2/PP3PPP/RNBQK2R b KQkq - 0 7,r1bqk2r/ppp2ppp/2p5/2b1p3/3Pn3/2P2N2/PP3PPP/RNBQK2R w KQkq - 0 7,d4c5,d8d1 e1d1 e4f2 d1e2 f2h1,advantage attraction fork long opening,1179
UgXU2,2r2rk1/pp1b1ppp/1n2p3/2q1P1Q1/8/P1PB1N2/5PPP/R4RK1 w - - 4 19,2r1k2r/pp1b1ppp/1n2p3/2q1P1Q1/8/P1PB1N2/5PPP/R4RK1 b k - 3 18,e8g8,d3h7 g8h7 g5h5 h7g8 f3g5,attraction crushing kingsideAttack long middlegame sacrifice,1160
marcJ,r4rk1/ppp2pbp/2qp2p1/8/2PB2b1/1P3N2/P2Q1PPP/R3R1K1 w - - 1 16,r1b2rk1/ppp2pbp/2qp2p1/8/2PB4/1P3N2/P2Q1PPP/R3R1K1 b - - 0 15,c8g4,d4g7 g8g7 d2d4,attraction crushing kingsideAttack middlegame short,1101
Yq3kI,3r2k1/p5pp/3q1pr1/8/2P2P1Q/4P2P/P1R2P1K/6R1 b - - 1 29,3r2k1/p5pp/3q1pr1/8/2P2P1Q/4P2P/P1R2P1K/5R2 w - - 0 29,f1g1,g6g1 h2g1 d6d1,attraction crushing endgame short,998
2joS8,rn2k2r/pp3pp1/2p1pnp1/q2p2B1/1bPP4/P3P2P/1P1N1PP1/R2QKB1R b KQkq - 0 11,rn2k2r/pp3pp1/2p1pnp1/q2p2B1/1bPP4/4P2P/PP1N1PP1/R2QKB1R w KQkq - 3 11,a2a3,b4d2 d1d2 a5d2 e1d2 f6e4,advantage attraction long opening,1032
REDlf,r5k1/pp4pp/8/4p2r/4N1q1/3P1pP1/PPPQ1B2/6KR b - - 0 24,r5k1/pp4pp/8/4p2r/4N1q1/3P1p2/PPPQ1BP1/6KR w - - 0 24,g2g3,h5h1 g1h1 g4h3 h1g1 h3g2,attraction exposedKing kingsideAttack long mate mateIn3 middlegame,1075
E4iIB,8/5r2/3kbPK1/8/3P4/8/4R3/8 w - - 7 54,8/5r2/4bPK1/3k4/3P4/8/4R3/8 b - - 6 53,d5d6,e2e6 d6e6 d4d5 e6d5 g6f7,attraction crushing deflection endgame exposedKing long sacrifice,1177
slbXA,r1bkr3/ppp5/3p3p/3N4/8/1B3P2/PP3P1K/4R3 w - - 2 23,r1bk3r/ppp5/3p3p/3N4/8/1B3P2/PP3P1K/4R3 b - - 1 22,h8e8,e1e8 d8e8 d5c7 e8d8 c7a8,advantage attraction endgame fork long,1165
WlvqJ,2k5/pp3p2/2pPp3/2b2q1p/8/6B1/PP3PPP/3R3K w - - 0 31,2k5/pp3p2/1bpPp3/2P2q1p/8/6B1/PP3PPP/3R3K b - - 0 30,b6c5,d6d7 c8d8 g3c7 d8c7 d7d8q,advancedPawn attraction endgame long mate mateIn3 promotion queensideAttack,1015
t2ntH,1r4k1/p2b1rp1/2p1p2p/4Pp2/2B2B1P/6P1/PP6/3RK3 w - - 1 27,r5k1/p2b1rp1/2p1p2p/4Pp2/2B2B1P/6P1/PP6/3RK3 b - - 0 26,a8b8,d1d7 f7d7 c4e6 g8f8 e6d7,advantage attraction capturingDefender endgame fork long,1041
NRdwC,7k/pp2Nrp1/2pQ3p/8/2P2q2/7P/P5PK/8 w - - 1 37,7k/pp2Nrp1/2pQ3p/8/2P5/7P/P4qPK/8 b - - 0 36,f2f4,d6f4 f7f4 e7g6 h8g8 g6f4,advantage attraction endgame fork long,1100
3EqjR,1r2r1k1/p1p1qppp/5b2/8/1P1P4/P3P1Pb/5PB1/1RBQ1RK1 b - - 2 26,1r2r1k1/pBp1qppp/5b2/8/1P1P4/P3P1Pb/5P2/1RBQ1RK1 w - - 1 26,b7g2,h3g2 g1g2 e7e4 d1f3 e4b1,attraction crushing fork long middlegame,1024
qcfc0,8/6pk/2PR3p/5P2/5p2/5P2/1p5P/1Rr2B1K b - - 3 52,8/6pk/2P4p/3R1P2/5p2/5P2/1p5P/1Rr2B1K w - - 2 52,d5d6,c1b1 h1g2 b1f1 g2f1 b2b1q,advancedPawn attraction crushing endgame hangingPiece long master pin promotion,1133
ng8DB,8/3R1pkp/1p4p1/p1q1n3/2PQ4/1P4P1/P4P1P/6K1 b - - 3 33,8/3R1pkp/1p4p1/p1q1n3/2P1Q3/1P4P1/P4P1P/6K1 w - - 2 33,e4d4,c5d4 d7d4 e5f3 g1f1 f3d4,advantage attraction endgame fork long,824
Kn3TL,8/7k/3q1ppp/2P5/4Q3/4B2P/5PP1/r4NK1 b - - 2 34,8/7k/3q1ppp/2P5/4Q3/4B2P/3N1PP1/r5K1 w - - 1 34,d2f1,a1f1 g1f1 d6d1,attraction endgame mate mateIn2 sacrifice short,1185
VKASp,1r4k1/p4pq1/6p1/8/2P4R/1P2r1Q1/6PK/8 w - - 0 33,1r2r1k1/p4pq1/6p1/8/2P4R/1P2R1Q1/6PK/8 b - - 3 32,e8e3,g3b8 g7f8 h4h8 g8h8 b8f8,attraction crushing deflection endgame hangingPiece long,1160
6NIhz,2rr2k1/2q2pBp/4pPp1/ppb1P1P1/4R2Q/P1p2B1P/2P5/5n1K w - - 0 33,2rr2k1/2q2pBp/4pPp1/ppb1P1P1/4R2Q/P1p1nB1P/2P5/5R1K b - - 0 32,e3f1,h4h7 g8h7 e4h4 h7g8 h4h8,attraction kingsideAttack long master mate mateIn3 middlegame operaMate sacrifice,958
RkXg8,r5k1/1p1P3p/2p3pP/2n5/8/2P2R2/4r3/1K3R2 w - - 0 39,r5k1/1p1P3p/2p3pP/2B5/8/2Pn1R2/4r3/1K3R2 b - - 0 38,d3c5,f3f8 a8f8 f1f8 g8f8 d7d8q,advancedPawn advantage attraction endgame long promotion,889
dtaEW,6k1/4n1pp/R3pr2/3pN3/3r4/7P/5PP1/R5K1 w - - 0 30,6k1/4n1pp/R3pr2/3pN3/1r1P4/7P/5PP1/R5K1 b - - 1 29,b4d4,a6a8 f6f8 a8f8 g8f8 a1a8,attraction crushing endgame long,1163
9sa67,3R2rk/p1p2pp1/4p2n/2p1P3/7Q/2qB3K/P6P/8 w - - 4 28,3R1r1k/p1p2pp1/4p2n/2p1P3/7Q/2qB3K/P6P/8 b - - 3 27,f8g8,d8g8 h8g8 h4d8,attraction endgame mate mateIn2 pin short,938
EZ2Rv,1r1q2rk/2p1bp1p/p3p1p1/1p1pP3/5B2/2P2P1R/PPP2P1P/1K3QR1 w - - 4 19,1r1q1r1k/2p1bp1p/p3p1p1/1p1pP3/5B2/2P2P1R/PPP2P1P/1K3QR1 b - - 3 18,f8g8,h3h7 h8h7 f1h3,attraction crushing kingsideAttack master middlegame sacrifice short,992
FDWbC,r7/1bR1rk2/1n2p1p1/1p6/3b4/7Q/PP3PPP/6K1 w - - 2 25,r3r3/1bR2k2/1n2p1p1/1p6/3b4/7Q/PP3PPP/6K1 b - - 1 24,e8e7,h3h7 d4g7 c7e7 f7e7 h7g7,advantage attraction long middlegame pin,1095
NQaxu,4r1k1/p1pR2bp/2p3p1/5p2/8/4B1P1/1rP2P1P/5RK1 w - - 0 22,4r1k1/p1pR2bp/2p3p1/5p2/8/4B1P1/rPP2P1P/5RK1 b - - 1 21,a2b2,d7g7 g8g7 e3d4 g7f7 d4b2,advantage attraction endgame fork long sacrifice,1179
tUN0x,3R2rk/2p1Qp1p/p1p2P2/8/5P2/8/2q4P/7K w - - 2 33,3R3k/2p1Qp1p/p1p2Pr1/8/5P2/8/2q4P/7K b - - 1 32,g6g8,d8g8 h8g8 e7e8,attraction endgame mate mateIn2 short,1154
GRFbV,3r2k1/pp2n1p1/7p/4P2q/5Qn1/2P3Pb/PP3PBP/R1B2RK1 b - - 0 30,3r2k1/pp2n1p1/7p/4P2q/Q4pn1/2P3Pb/PP3PBP/R1B2RK1 w - - 1 30,a4f4,h3g2 g1g2 h5h2,advantage attraction discoveredAttack kingsideAttack middlegame short,1143
ZSVAl,8/4R3/p4k2/1p1p4/8/2P2q1N/PP3P1K/8 w - - 2 37,8/4R1k1/p7/1p1p4/8/2P2q1N/PP3P1K/8 b - - 1 36,g7f6,e7f7 f6f7 h3g5 f7g6 g5f3,attraction crushing endgame exposedKing fork long sacrifice,1195
BtXDh,2b2qk1/8/7r/4Q3/2PpPp2/P2B1P2/6PP/1R4RK b - - 2 40,1Qb2qk1/8/7r/8/2PpPp2/P2B1P2/6PP/1R4RK w - - 1 40,b8e5,h6h2 h1h2 f8h6 e5h5 h6h5,attraction long mate mateIn3 middlegame sacrifice,980
AWqLS,6r1/1p1bkp2/p3p3/7N/8/8/PP3PP1/3RK3 w - - 1 26,3r4/1p1bkp2/p3p3/7N/8/8/PP3PP1/3RK3 b - - 0 25,d8g8,d1d7 e7d7 h5f6 d7c6 f6g8,attraction crushing endgame fork long sacrifice,913
MFqOp,2k4r/6Qp/1p3n2/8/8/2P4P/q4PP1/1R1r2K1 w - - 0 23,2k4r/6Qp/1p3n2/3r4/8/2P4P/q4PP1/1R1R2K1 b - - 0 22,d5d1,b1d1 h8d8 d1d8 c8d8 g7f6,advantage attraction endgame exposedKing long,1120
cki3e,5r2/2p1k1p1/3p3p/PQ1Pp3/2P5/2NP3r/3q3N/6RK w - - 0 37,5r2/2p1k1p1/3p3p/PQ1Pp3/2P5/2NP1r1P/3q3N/6RK b - - 4 36,f3h3,g1g7 f8f7 g7f7 e7f7 b5d7,attraction crushing long middlegame,1031
C0RsS,8/pp1r2kb/5p2/3N2p1/1P6/P5P1/5P1R/5K2 w - - 1 39,8/pp3rkb/5p2/3N2p1/1P6/P5P1/5P1R/5K2 b - - 0 38,f7d7,h2h7 g7h7 d5f6 h7g6 f6d7,attraction crushing deflection endgame fork long,994
TkSxc,4Rrk1/1ppr1pp1/p1n4Q/5q2/3P2p1/P1P4P/1P3PP1/4R1K1 w - - 0 22,4Rrk1/1ppr1pp1/p1n4Q/5q1p/3P2N1/P1P4P/1P3PP1/4R1K1 b - - 3 21,h5g4,e8f8 g8f8 h6h8,attraction kingsideAttack mate mateIn2 middlegame short,951
3CImK,2Q5/3Q3p/1p3ppk/pN2p3/P1q1P3/6PP/6P1/4b2K b - - 0 40,8/2PQ3p/1p3ppk/pN2p3/P1q1P3/6PP/6P1/4b2K w - - 1 40,c7c8q,c4f1 h1h2 e1g3 h2g3 f1f4,attraction dovetailMate endgame long mate mateIn3 sacrifice,1134
NtM5n,r4r2/1p2p1k1/1q3pp1/1p6/1Q2P3/5P2/P4P2/2KR3R w - - 0 21,r4r2/1p2p1k1/pq3pp1/1B6/1Q2P3/5P2/P4P2/2KR3R b - - 0 20,a6b5,b4e7 f8f7 h1h7 g7h7 e7f7,attraction crushing deflection endgame long,1146
QcNNe,3r1rk1/ppp2ppp/8/2P5/1PQ1P3/P4PqP/3R2P1/3R2K1 b - - 0 24,3r1rk1/ppp2ppp/8/2P5/1PQ1P3/P4PqP/R2p2P1/3R2K1 w - - 2 24,a2d2,d8d2 d1d2 g3e1 g1h2 e1d2,advantage attraction endgame fork long,944
6iT5g,8/pp4bR/2pr2k1/3p2p1/3P4/P3P1N1/1PPK4/8 w - - 0 32,8/pp3kbR/2pr2P1/3p2p1/3P4/P3P1N1/1PPK4/8 b - - 0 31,f7g6,h7g7 g6g7 g3f5 g7g6 f5d6,advantage attraction endgame fork long sacrifice,1183
X5n2V,5r1k/1p3Ppn/p7/4pP2/8/Pnr5/2P2PK1/3R3R w - - 2 24,5r1k/1p3Pp1/p4n2/4pP2/8/Pnr5/2P2PK1/3R3R b - - 1 23,f6h7,h1h7 h8h7 d1h1 c3h3 h1h3,attraction endgame long mate mateIn3 sacrifice,1125
Dfsw2,8/1p1b1k2/2p2qp1/1p1p1p2/1P6/r5P1/5P2/1B2R1KQ w - - 0 42,8/1p1b1k2/2p2qp1/1p1p1p2/1P6/P1r3P1/5P2/1B2R1KQ b - - 1 41,c3a3,h1h7 f6g7 e1e7 f7e7 h7g7,advantage attraction deflection endgame long,1055
XvmlL,6k1/2R5/4P1pp/5P2/2P3P1/8/p5K1/r7 b - - 1 39,6k1/2R5/4P1pp/5P2/2P3P1/7K/p7/r7 w - - 0 39,h3g2,a1g1 g2g1 a2a1q,advancedPawn advantage attraction endgame master promotion rookEndgame short,1135
gxB4q,2r3k1/4r1p1/p2q1p1Q/Pp6/6R1/1R1B3P/2P2PP1/6K1 b - - 0 34,2r3k1/4r1p1/p2q1p1p/Pp6/6R1/1R1B3P/2P2PP1/2Q3K1 w - - 4 34,c1h6,e7e1 d3f1 e1f1 g1f1 d6d1,attraction long mate mateIn3 middlegame sacrifice,959
9iYRV,r5rk/p4p1b/2n2P1R/3p1pQ1/1ppPq1P1/2P5/PP2B1P1/R3K3 w Q - 3 26,r4r1k/p4p1b/2n2P1R/3p1pQ1/1ppPq1P1/2P5/PP2B1P1/R3K3 b Q - 2 25,f8g8,h6h7 h8h7 g5h5,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,1109
ubwzR,3r3k/4Q1p1/7p/5p1q/1PP2P2/P5P1/R6P/3rR1K1 b - - 8 35,3r3k/2Q3p1/7p/5p1q/1PP2P2/P5P1/R6P/3rR1K1 w - - 7 35,c7e7,d1e1 e7e1 d8d1 a2a1 d1e1,advantage attraction clearance endgame long pin,1062
9OJpZ,4k3/1b3p2/p3p2p/npq5/4r1n1/5NP1/BQ4P1/R2R1K2 w - - 4 29,4k3/1b3p2/p3pn1p/npq5/4r3/5NP1/BQ4P1/R2R1K2 b - - 3 28,f6g4,b2h8 c5f8 d1d8 e8d8 h8f8,attraction crushing deflection long middlegame,986
